#MasterID Mag Magerr RA Dec MJD Blend
1123012062523 17.45 0.09 35.38870 25.21334 55118.37406 0
1123012062523 17.36 0.10 35.38874 25.21316 55118.38267 0
1123012062523 17.49 0.10 35.38880 25.21330 55118.39135 0
1123012062523 17.44 0.09 35.38871 25.21328 55092.34613 0
1123012062523 17.46 0.10 35.38886 25.21323 55092.35439 0
1123012062523 17.38 0.09 35.38878 25.21320 55092.36282 0
1123012062523 17.39 0.09 35.38875 25.21322 55092.37142 0
1123012062523 17.53 0.10 35.38871 25.21333 55102.28914 0
1123012062523 17.43 0.09 35.38881 25.21334 55102.29647 0
1123012062523 17.50 0.10 35.38873 25.21327 55102.30370 0
1123012062523 17.39 0.09 35.38876 25.21323 55102.31116 0
1123012062523 17.43 0.11 35.38884 25.21363 55534.09231 0
1123012062523 17.53 0.12 35.38878 25.21334 55534.10139 0
1123012062523 17.47 0.12 35.38866 25.21335 55534.10596 0
1123012062523 17.25 0.09 35.38872 25.21345 55543.17610 0
1123012062523 17.44 0.10 35.38871 25.21331 55543.19093 0
1123012062523 17.45 0.10 35.38880 25.21340 55543.19841 0
1123012062523 17.29 0.09 35.38879 25.21329 55241.10550 0
1123012062523 17.30 0.09 35.38877 25.21317 55241.11354 0
1123012062523 17.43 0.10 35.38877 25.21317 55241.12158 0
1123012062523 17.47 0.10 35.38863 25.21322 55241.12967 0
1123012062523 17.39 0.11 35.38869 25.21324 55252.14283 0
1123012062523 17.13 0.10 35.38862 25.21315 55252.14711 0
1123012062523 17.13 0.10 35.38857 25.21320 55252.15136 0
1123012062523 17.44 0.11 35.38864 25.21322 55252.15544 0
1123012062523 17.38 0.09 35.38878 25.21327 55210.12009 0
1123012062523 17.41 0.09 35.38879 25.21320 55210.12690 0
1123012062523 17.41 0.09 35.38877 25.21323 55210.13369 0
1123012062523 17.44 0.09 35.38874 25.21327 55210.14047 0
1123012062523 17.41 0.10 35.38867 25.21332 55505.25915 0
1123012062523 17.46 0.10 35.38875 25.21328 55505.27056 0
1123012062523 17.51 0.11 35.38885 25.21348 55505.27626 0
1123012062523 17.48 0.10 35.38866 25.21322 55511.22789 0
1123012062523 17.57 0.10 35.38879 25.21334 55511.23939 0
1123012062523 17.57 0.10 35.38865 25.21341 55511.24518 0
1123012062523 17.40 0.11 35.38879 25.21325 55528.34034 0
1123012062523 17.35 0.11 35.38900 25.21358 55528.35433 0
1123012062523 17.38 0.11 35.38879 25.21330 55528.36133 0
1123012062523 17.44 0.10 35.38878 25.21328 55470.35367 0
1123012062523 17.37 0.09 35.38882 25.21329 55470.36400 0
1123012062523 17.42 0.10 35.38875 25.21338 55470.36919 0
1123012062523 17.45 0.09 35.38878 25.21328 55478.38528 0
1123012062523 17.40 0.09 35.38875 25.21329 55478.39912 0
1123012062523 17.41 0.09 35.38872 25.21332 55478.40602 0
1123012062523 17.44 0.10 35.38875 25.21342 55499.27508 0
1123012062523 17.56 0.10 35.38887 25.21343 55499.29184 0
1123012062523 17.47 0.10 35.38879 25.21342 55499.30028 0
1123012062523 17.40 0.10 35.38914 25.21327 55449.43622 0
1123012062523 17.44 0.11 35.38892 25.21317 55449.44731 0
1123012062523 17.44 0.11 35.38894 25.21325 55449.45288 0
1123012062523 17.49 0.09 35.38889 25.21342 55598.09226 0
1123012062523 17.43 0.09 35.38883 25.21336 55598.09913 0
1123012062523 17.42 0.09 35.38882 25.21340 55598.10601 0
1123012062523 17.50 0.09 35.38871 25.21332 55598.11285 0
1123012062523 17.35 0.09 35.38874 25.21322 55587.13977 0
1123012062523 17.49 0.10 35.38871 25.21339 55587.14659 0
1123012062523 17.45 0.10 35.38880 25.21326 55587.15334 0
1123012062523 17.40 0.10 35.38898 25.21329 55587.16010 0
1123012062523 17.49 0.09 35.38887 25.21341 55621.10848 0
1123012062523 17.35 0.09 35.38899 25.21315 55621.11464 0
1123012062523 17.46 0.09 35.38882 25.21346 55621.12086 0
1123012062523 17.33 0.08 35.38873 25.21331 55621.12703 0
1123012062523 17.42 0.09 35.38885 25.21331 53682.33397 0
1123012062523 17.37 0.10 35.38872 25.21320 53682.33937 0
1123012062523 17.48 0.09 35.38883 25.21326 54083.23976 0
1123012062523 17.43 0.09 35.38887 25.21329 54083.24568 0
1123012062523 17.46 0.09 35.38883 25.21330 54083.25158 0
1123012062523 17.47 0.09 35.38877 25.21309 54083.25749 0
1123012062523 17.32 0.09 35.38875 25.21318 55825.46797 0
1123012062523 17.36 0.09 35.38888 25.21310 55825.47748 0
1123012062523 17.40 0.10 35.38887 25.21335 55825.48715 0
1123012062523 17.51 0.10 35.38883 25.21325 55825.49673 0
1123012062523 17.42 0.09 35.38875 25.21317 55862.27917 0
1123012062523 17.42 0.09 35.38882 25.21324 55862.28955 0
1123012062523 17.51 0.10 35.38865 25.21323 55862.29978 0
1123012062523 17.37 0.09 35.38891 25.21318 55862.31010 0
1123012062523 17.45 0.09 35.38889 25.21326 55832.42764 0
1123012062523 17.29 0.09 35.38880 25.21306 55832.43270 0
1123012062523 17.51 0.10 35.38903 25.21333 55832.43774 0
1123012062523 17.32 0.09 35.38888 25.21335 55832.44287 0
1123012062523 17.41 0.09 35.38886 25.21313 55883.20455 0
1123012062523 17.54 0.11 35.38882 25.21328 55883.20958 0
1123012062523 17.38 0.10 35.38883 25.21323 55883.21463 0
1123012062523 17.42 0.09 35.38882 25.21323 55883.21966 0
1123012062523 17.37 0.09 35.38877 25.21326 55851.32815 0
1123012062523 17.54 0.10 35.38885 25.21335 55851.33774 0
1123012062523 17.41 0.09 35.38890 25.21321 55851.34745 0
1123012062523 17.48 0.09 35.38885 25.21322 55851.35719 0
1123012062523 17.38 0.09 35.38879 25.21324 55892.22491 0
1123012062523 17.61 0.10 35.38884 25.21328 55892.23051 0
1123012062523 17.36 0.09 35.38876 25.21317 55892.23619 0
1123012062523 17.38 0.09 35.38886 25.21336 55892.24190 0
1123012062523 17.42 0.09 35.38883 25.21322 55927.16082 0
1123012062523 17.38 0.09 35.38894 25.21319 55927.16868 0
1123012062523 17.45 0.09 35.38880 25.21324 55927.17663 0
1123012062523 17.32 0.09 35.38898 25.21318 55927.18450 0
1123012062523 17.35 0.09 35.38874 25.21316 55976.10981 0
1123012062523 17.28 0.09 35.38886 25.21317 55976.11764 0
1123012062523 17.52 0.10 35.38882 25.21330 55976.12504 0
1123012062523 17.49 0.10 35.38894 25.21312 55976.13248 0
1123012062523 17.39 0.09 35.38878 25.21316 56191.39198 0
1123012062523 17.42 0.10 35.38885 25.21325 56191.39821 0
1123012062523 17.38 0.09 35.38888 25.21318 56191.40442 0
1123012062523 17.35 0.09 35.38883 25.21315 56191.41070 0
1123012062523 17.49 0.10 35.38886 25.21326 56206.45326 0
1123012062523 17.36 0.10 35.38874 25.21339 56206.46116 0
1123012062523 17.51 0.10 35.38877 25.21334 56206.46905 0
1123012062523 17.32 0.09 35.38884 25.21333 56206.48232 0
1123012062523 17.35 0.09 35.38878 25.21332 56214.26610 0
1123012062523 17.52 0.10 35.38875 25.21332 56214.27294 0
1123012062523 17.34 0.09 35.38895 25.21334 56214.27982 0
1123012062523 17.47 0.10 35.38878 25.21331 56214.28675 0
1123012062523 17.41 0.09 35.38875 25.21316 56219.30304 0
1123012062523 17.41 0.09 35.38877 25.21326 56219.31260 0
1123012062523 17.41 0.10 35.38885 25.21324 56219.32213 0
1123012062523 17.55 0.13 35.38875 25.21326 56219.33171 0
1123012062523 17.41 0.09 35.38884 25.21316 56234.22114 0
1123012062523 17.40 0.09 35.38876 25.21326 56234.22962 0
1123012062523 17.52 0.10 35.38858 25.21326 56234.23818 0
1123012062523 17.44 0.10 35.38874 25.21325 56234.24675 0
1123012062523 17.42 0.09 35.38876 25.21317 56243.27386 0
1123012062523 17.41 0.09 35.38889 25.21324 56243.28242 0
1123012062523 17.44 0.09 35.38882 25.21319 56243.29101 0
1123012062523 17.32 0.08 35.38892 25.21313 56243.29958 0
1123012062523 17.51 0.10 35.38868 25.21329 56251.18940 0
1123012062523 17.58 0.10 35.38867 25.21334 56251.19439 0
1123012062523 17.51 0.10 35.38867 25.21330 56251.19942 0
1123012062523 17.32 0.09 35.38890 25.21334 56251.20453 0
1123012062523 17.44 0.10 35.38871 25.21324 56263.15163 0
1123012062523 17.55 0.10 35.38874 25.21314 56263.15978 0
1123012062523 17.39 0.10 35.38856 25.21316 56263.16484 0
1123012062523 17.32 0.10 35.38873 25.21314 56263.17538 0
1123012062523 17.57 0.09 35.38861 25.21322 56267.16579 0
1123012062523 17.37 0.09 35.38897 25.21330 56267.17245 0
1123012062523 17.46 0.09 35.38876 25.21322 56267.17925 0
1123012062523 17.46 0.09 35.38880 25.21324 56267.18601 0
1123012062523 17.28 0.09 35.38881 25.21312 56282.16725 0
1123012062523 17.43 0.09 35.38879 25.21331 56282.17849 0
1123012062523 17.52 0.10 35.38878 25.21330 56282.18411 0
1123012062523 17.52 0.10 35.38882 25.21331 56300.08347 0
1123012062523 17.49 0.10 35.38868 25.21327 56300.08794 0
1123012062523 17.21 0.10 35.38870 25.21312 56300.09240 0
1123012062523 17.36 0.10 35.38889 25.21318 56300.09686 0
1123012062523 17.35 0.09 35.38863 25.21325 56346.09723 0
1123012062523 17.39 0.09 35.38911 25.21349 56346.10314 0
1123012062523 17.33 0.09 35.38900 25.21326 56346.10877 0
1123012062523 17.49 0.10 35.38872 25.21320 56346.11446 0
1123012062523 17.45 0.10 35.38883 25.21327 56353.10257 0
1123012062523 17.41 0.10 35.38879 25.21322 56353.10734 0
1123012062523 17.41 0.10 35.38884 25.21327 56353.11182 0
1123012062523 17.53 0.10 35.38885 25.21331 56353.11634 0
1123012062523 17.57 0.09 35.38875 25.21339 56364.10649 0
1123012062523 17.50 0.09 35.38874 25.21314 56364.11118 0
1123012062523 17.40 0.09 35.38873 25.21331 56364.11595 0
1123012062523 17.48 0.09 35.38876 25.21324 56364.12068 0
1123012062523 17.39 0.09 35.38887 25.21318 55951.15974 0
1123012062523 17.40 0.09 35.38898 25.21322 55951.16872 0
1123012062523 17.40 0.09 35.38883 25.21321 55951.17781 0
1123012062523 17.37 0.09 35.38883 25.21323 55951.18699 0
1123012062523 17.33 0.10 35.38906 25.21302 56539.38667 0
1123012062523 17.45 0.10 35.38873 25.21319 56539.39156 0
1123012062523 17.49 0.10 35.38888 25.21327 56539.39659 0
1123012062523 17.42 0.10 35.38882 25.21327 56539.40162 0
1123012062523 17.43 0.10 35.38883 25.21323 56551.42631 0
1123012062523 17.30 0.09 35.38882 25.21318 56551.43135 0
1123012062523 17.36 0.10 35.38873 25.21320 56551.43644 0
1123012062523 17.44 0.10 35.38885 25.21320 56551.44158 0
1123012062523 17.35 0.09 35.38881 25.21327 56561.39070 0
1123012062523 17.43 0.09 35.38887 25.21319 56561.39628 0
1123012062523 17.45 0.09 35.38884 25.21321 56561.40185 0
1123012062523 17.47 0.09 35.38870 25.21314 56561.40745 0
1123012062523 17.40 0.09 35.38886 25.21327 56572.36780 0
1123012062523 17.37 0.09 35.38883 25.21322 56572.37676 0
1123012062523 17.27 0.09 35.38881 25.21319 56572.38568 0
1123012062523 17.32 0.09 35.38872 25.21330 56572.39464 0
1123012062523 17.42 0.09 35.38882 25.21318 56580.23629 0
1123012062523 17.49 0.10 35.38884 25.21337 56580.24408 0
1123012062523 17.52 0.10 35.38889 25.21305 56580.25200 0
1123012062523 17.32 0.09 35.38859 25.21320 56580.25988 0
1123012062523 17.48 0.10 35.38878 25.21328 56593.35013 0
1123012062523 17.31 0.09 35.38880 25.21313 56593.35468 0
1123012062523 17.26 0.09 35.38900 25.21308 56593.35920 0
1123012062523 17.46 0.10 35.38884 25.21315 56593.36376 0
2125030006892 17.09 0.08 35.38888 25.21314 54285.44489 0
2125030006892 17.65 0.09 35.38886 25.21310 54285.44929 0
2125030006892 17.50 0.08 35.38881 25.21317 54285.45377 0
2125030006892 17.48 0.08 35.38880 25.21314 54285.45826 0
2125030006892 17.40 0.07 35.38882 25.21317 54420.17180 0
2125030006892 17.42 0.07 35.38881 25.21316 54420.17615 0
2125030006892 17.44 0.07 35.38880 25.21315 54420.18048 0
2125030006892 17.44 0.07 35.38882 25.21316 54420.18483 0
2125030006892 17.21 0.07 35.38883 25.21316 54368.27433 0
2125030006892 17.26 0.07 35.38881 25.21316 54368.28107 0
2125030006892 17.42 0.07 35.38880 25.21318 54368.28782 0
2125030006892 17.42 0.07 35.38881 25.21317 54368.29455 0
2125030006892 17.42 0.07 35.38882 25.21316 54526.10314 0
2125030006892 17.43 0.07 35.38883 25.21314 54526.10702 0
2125030006892 17.36 0.07 35.38881 25.21317 54526.11088 0
2125030006892 17.40 0.07 35.38885 25.21314 54526.11496 0
2125030006892 17.44 0.07 35.38877 25.21317 54770.42874 0
2125030006892 17.42 0.07 35.38878 25.21318 54770.43535 0
2125030006892 17.42 0.07 35.38879 25.21316 54770.44201 0
2125030006892 17.43 0.07 35.38878 25.21317 54770.44874 0
2125030006892 17.42 0.07 35.38879 25.21320 55131.33546 0
2125030006892 17.44 0.07 35.38879 25.21318 55131.34244 0
2125030006892 17.40 0.07 35.38880 25.21318 55131.34946 0
2125030006892 17.41 0.07 35.38879 25.21317 55131.35659 0
2125030006892 17.42 0.06 35.38882 25.21316 55504.29413 0
2125030006892 17.45 0.06 35.38885 25.21315 55504.30171 0
2125030006892 17.43 0.06 35.38880 25.21315 55504.30932 0
2125030006892 17.39 0.06 35.38881 25.21314 55504.31692 0
2125030006892 17.43 0.07 35.38881 25.21317 55507.28365 0
2125030006892 17.36 0.07 35.38879 25.21316 55507.28991 0
2125030006892 17.42 0.07 35.38882 25.21317 55507.32343 0
2125030006892 17.42 0.07 35.38881 25.21315 55507.32976 0
2125030006892 17.44 0.07 35.38879 25.21318 55857.31745 0
2125030006892 17.41 0.07 35.38878 25.21318 55857.32489 0
2125030006892 17.43 0.07 35.38878 25.21317 55857.33235 0
2125030006892 17.42 0.07 35.38877 25.21318 55857.33986 0
2125030006892 17.40 0.07 35.38878 25.21316 56223.33546 0
2125030006892 17.40 0.07 35.38878 25.21315 56223.34306 0
2125030006892 17.45 0.07 35.38877 25.21316 56223.35061 0
2125030006892 17.41 0.07 35.38879 25.21319 56223.35867 0
2125030006892 17.46 0.07 35.38882 25.21315 56596.20193 0
2125030006892 17.42 0.07 35.38882 25.21315 56596.20817 0
2125030006892 17.40 0.07 35.38881 25.21317 56596.21442 0
2125030006892 17.41 0.07 35.38880 25.21314 56596.22067 0
