#_RAJ2000,_DEJ2000,DE2000,RA2000,HD,Pol,e_Pol,PA,e_PA,GLON,GLAT,PolRefs
355.9475,62.1648,+62 09 53.3,23 43 47.402,0.0,2.25,0.18,77.0,2.3,115.1252,0.3228,0000000000000010000000
27.56094,62.1847,+62 11 04.9,01 50 14.626,0.0,1.94,0.1,95.8,1.5,129.7329,0.092,0000000000000001000000
5.51425,62.185,+62 11 06.0,00 22 03.421,1743.0,1.66,0.2,82.0,3.4,119.5118,-0.4914,0000000000000000010000
357.20905,62.2145,+62 12 52.2,23 48 50.173,223385.0,1.22,0.2,54.0,4.7,115.7076,0.2241,0000000000000000010000
1.01581,62.2219,+62 13 18.8,00 04 03.796,225160.0,2.34,0.2,96.0,2.4,117.4431,-0.1439,0000000000000000010000
10.74688,62.2349,+62 14 05.6,00 42 59.252,0.0,0.46,0.18,105.0,11.1,121.948,-0.6207,0000000000000010000000
5.72226,62.2413,+62 14 28.7,00 22 53.342,1810.0,1.66,0.2,78.0,3.4,119.6145,-0.4463,0000000000000000010000
29.37699,62.2453,+62 14 43.1,01 57 30.478,0.0,3.54,0.1,105.2,0.8,130.5403,0.3536,0000000000000001000000
331.28662,62.2798,+62 16 47.3,22 05 08.790,209975.0,1.03,0.2,70.0,5.5,104.8707,5.3906,0000000000000000010000
356.43292,62.292,+62 17 31.2,23 45 43.902,0.0,2.85,0.18,84.0,1.8,115.3764,0.388,0000000000000010000000
24.1725,62.3056,+62 18 20.2,01 36 41.400,0.0,3.5,0.18,111.0,1.5,128.163,-0.1057,0000000000000010000000
343.9269,62.3063,+62 18 22.7,22 55 42.460,216898.0,3.84,0.2,87.0,1.5,109.9273,2.3931,0000000000000000010000
326.42654,62.3083,+62 18 29.9,21 45 42.368,207308.0,0.88,0.2,162.0,6.5,103.1091,6.8176,0000000000000000010000
92.72907,62.3137,+62 18 49.3,06 10 54.977,41689.0,0.78,0.2,2.0,7.3,151.9259,19.3322,0000000000000000010000
61.96414,62.3301,+62 19 48.4,04 07 51.395,25638.0,6.18,0.2,143.0,0.9,143.6755,7.6583,0000000000000000010000
342.45,62.3333,+62 19 59.9,22 49 48.000,0.0,3.51,0.18,63.0,1.5,109.3229,2.7198,0000000000000010000000
30.03216,62.3422,+62 20 31.9,02 00 07.718,0.0,4.98,0.18,101.0,1.0,130.8097,0.5257,0000000000000010000000
30.54907,62.346,+62 20 45.6,02 02 11.778,0.0,1.04,0.1,113.4,2.8,131.0399,0.5934,0000000000000001000000
7.6734,62.354,+62 21 14.4,00 30 41.616,2654.0,0.83,0.2,62.0,6.9,120.5281,-0.4209,0000000000000000010000
28.97601,62.3635,+62 21 48.6,01 55 54.242,11605.0,1.42,0.1,110.1,2.0,130.3304,0.4214,0000000000000001000000
12.64761,62.366,+62 21 57.6,00 50 35.426,0.0,2.9,0.18,76.0,1.8,122.8337,-0.5055,0000000000000010000000
47.22576,62.3845,+62 23 04.2,03 08 54.182,19243.0,2.21,0.2,129.0,2.6,138.1318,3.6412,0000000000000000010000
30.2985,62.3925,+62 23 33.0,02 01 11.640,0.0,6.04,0.18,98.0,0.9,130.9155,0.6069,0000000000000010000000
5.10684,62.3963,+62 23 46.7,00 20 25.642,0.0,3.13,0.18,58.0,1.6,119.3484,-0.2595,0000000000000010000000
19.79313,62.3967,+62 23 48.1,01 19 10.351,0.0,4.93,0.2,110.0,1.2,126.1385,-0.3022,0000000000000000010000
31.04489,62.397,+62 23 49.2,02 04 10.772,0.0,4.61,0.18,109.0,1.1,131.2471,0.7055,0000000000000010000000
60.72978,62.4213,+62 25 16.7,04 02 55.147,25090.0,5.71,0.2,137.0,1.0,143.1862,7.3411,0000000000000000010000
358.43268,62.4235,+62 25 24.6,23 53 43.843,0.0,2.02,0.18,65.0,2.6,116.3089,0.2961,0000000000000010000000
7.83002,62.4276,+62 25 39.4,00 31 19.204,0.0,3.41,0.18,81.0,1.5,120.6063,-0.3532,0000000000000010000000
343.12732,62.4405,+62 26 25.8,22 52 30.558,216532.0,2.11,0.2,71.0,2.7,109.652,2.6756,0000000000000000010000
8.75154,62.4482,+62 26 53.5,00 35 00.370,0.0,2.76,0.18,85.0,1.9,121.0331,-0.363,0000000000000010000000
25.78232,62.4605,+62 27 37.8,01 43 07.756,0.0,5.16,0.18,110.0,1.0,128.8671,0.186,0000000000000010000000
326.22202,62.4605,+62 27 37.8,21 44 53.282,207198.0,1.15,0.2,26.0,5.0,103.1363,6.9948,0000000000000000010000
5.07262,62.4638,+62 27 49.7,00 20 17.430,0.0,2.17,0.2,83.0,2.6,119.3408,-0.1905,0000000000000000010000
330.1636,62.4878,+62 29 16.1,22 00 39.265,209339.0,1.66,0.2,64.0,3.4,104.5776,5.8693,0000000000000000010000
52.16331,62.493,+62 29 34.8,03 28 39.194,21212.0,4.06,0.2,136.0,1.4,140.0087,4.9548,0000000000000000010000
20.139,62.496,+62 29 45.6,01 20 33.360,0.0,3.96,0.18,105.0,1.3,126.2866,-0.1859,0000000000000010000000
31.84425,62.5006,+62 30 02.2,02 07 22.620,0.0,2.55,0.1,103.8,1.1,131.5722,0.9097,0000000000000001000000
7.19989,62.5062,+62 30 22.3,00 28 47.975,2451.0,1.89,0.2,83.0,3.0,120.3225,-0.2507,0000000000000000010000
1.5735,62.5283,+62 31 41.9,00 06 17.640,0.0,2.44,0.18,59.0,2.1,117.7522,0.1114,0000000000000010000000
8.30593,62.5373,+62 32 14.3,00 33 13.424,2928.0,3.23,0.18,67.0,1.6,120.8337,-0.2602,0000000000000010000000
20.2155,62.5458,+62 32 44.9,01 20 51.720,0.0,4.15,0.18,104.0,1.2,126.3161,-0.1324,0000000000000010000000
28.31554,62.5468,+62 32 48.5,01 53 15.731,0.0,3.41,0.18,104.0,1.5,129.9896,0.5253,0000000000000010000000
6.48653,62.5498,+62 32 59.3,00 25 56.766,0.0,1.84,0.18,92.0,2.8,119.999,-0.1767,0000000000000010000000
14.37082,62.5679,+62 34 04.4,00 57 28.998,5458.0,2.35,0.2,100.0,2.4,123.6282,-0.2956,0000000000000000010000
25.1835,62.5703,+62 34 13.1,01 40 44.040,0.0,4.29,0.18,102.0,1.2,128.5747,0.2399,0000000000000010000000
319.6441,62.5854,+62 35 07.4,21 18 34.582,203280.0,0.02,0.12,87.0,71.6,100.9987,9.1721,0000000000000000001000
343.4752,62.5967,+62 35 48.1,22 53 54.046,216711.0,2.15,0.2,89.0,2.7,109.8651,2.7454,0000000000000000010000
328.45044,62.6144,+62 36 51.8,21 53 48.106,208392.0,1.34,0.2,44.0,4.3,104.0309,6.456,0000000000000000010000
344.1773,62.6248,+62 37 29.3,22 56 42.554,217061.0,1.22,0.2,88.0,4.7,110.1688,2.6311,0000000000000000010000
328.14645,62.7121,+62 42 43.6,21 52 35.148,208218.0,2.03,0.2,44.0,2.8,103.9835,6.6198,0000000000000000010000
45.12381,62.7219,+62 43 18.8,03 00 29.714,18409.0,4.15,0.2,114.0,1.4,137.12,3.4609,0000000000000000010000
22.6461,62.7252,+62 43 30.7,01 30 35.064,0.0,5.35,0.18,112.0,1.0,127.3996,0.1936,0000000000000010000000
344.19662,62.7271,+62 43 37.6,22 56 47.188,217086.0,1.12,0.18,93.0,4.6,110.2206,2.7197,0000000000000010000000
17.89297,62.7286,+62 43 43.0,01 11 34.314,0.0,4.52,0.18,100.0,1.1,125.236,-0.053,0000000000000010000000
28.55782,62.7344,+62 44 03.8,01 54 13.878,0.0,0.89,0.1,126.4,3.2,130.0529,0.7341,0000000000000001000000
6.59675,62.7608,+62 45 38.9,00 26 23.219,0.0,1.8,0.18,90.0,2.9,120.07,0.0283,0000000000000010000000
344.92862,62.7773,+62 46 38.3,22 59 42.871,217463.0,0.75,0.2,98.0,7.6,110.546,2.6237,0000000000000000010000
21.1426,62.7887,+62 47 19.3,01 24 34.225,0.0,5.44,0.18,115.0,0.9,126.7092,0.1602,0000000000000010000000
32.06242,62.8144,+62 48 51.8,02 08 14.982,0.0,3.51,0.1,105.1,0.8,131.5767,1.2391,0000000000000001000000
21.08062,62.8269,+62 49 36.8,01 24 19.350,0.0,3.5,0.18,107.0,1.5,126.6762,0.1945,0000000000000010000000
26.2778,62.8308,+62 49 50.9,01 45 06.671,0.0,3.55,0.18,108.0,1.5,129.0149,0.5947,0000000000000010000000
17.292,62.8335,+62 50 00.6,01 09 10.080,0.0,4.98,0.18,75.0,1.0,124.9542,0.0314,0000000000000010000000
30.54768,62.8419,+62 50 30.8,02 02 11.443,0.0,4.19,0.1,102.8,0.7,130.9052,1.0707,0000000000000001000000
344.1287,62.8688,+62 52 07.7,22 56 30.883,217035.0,1.64,0.2,93.0,3.5,110.2532,2.8612,0000000000000000010000
0.59463,62.9008,+62 54 02.9,00 02 22.711,0.0,2.81,0.18,74.0,1.8,117.3786,0.5593,0000000000000010000000
32.01849,62.9059,+62 54 21.2,02 08 04.438,0.0,0.56,0.1,119.2,5.1,131.5308,1.3207,0000000000000001000000
30.153,62.9095,+62 54 34.2,02 00 36.720,0.0,3.92,0.18,97.0,1.3,130.7137,1.0876,0000000000000010000000
12.85849,62.9208,+62 55 14.9,00 51 26.039,4842.0,1.52,0.2,100.0,3.8,122.9315,0.0491,0000000000000000010000
8.24994,62.9317,+62 55 54.1,00 32 59.986,2905.0,1.329,0.105,85.1,2.3,120.8362,0.1351,0000000000000000011000
26.49216,62.9368,+62 56 12.5,01 45 58.118,10664.0,0.55,0.1,112.3,5.2,129.0884,0.7187,0000000000000001000000
39.07591,62.9481,+62 56 53.2,02 36 18.220,0.0,3.69,0.18,112.0,1.4,134.5332,2.4628,0000000000000010000000
21.102,62.9777,+62 58 39.7,01 24 24.480,0.0,6.04,0.18,101.0,0.9,126.6667,0.3453,0000000000000010000000
15.62184,62.9835,+62 59 00.6,01 02 29.242,0.0,4.84,0.18,93.0,1.1,124.1864,0.1387,0000000000000010000000
12.045,62.9896,+62 59 22.6,00 48 10.800,0.0,3.96,0.18,89.0,1.3,122.5621,0.1202,0000000000000010000000
30.1785,63.0261,+63 01 34.0,02 00 42.840,0.0,4.84,0.18,106.0,1.1,130.694,1.2031,0000000000000010000000
15.13732,63.0288,+63 01 43.7,01 00 32.958,5776.0,5.21,0.18,93.0,1.0,123.9649,0.1753,0000000000000010000000
21.53337,63.0341,+63 02 02.8,01 26 08.009,0.0,5.53,0.18,104.0,0.9,126.8534,0.4269,0000000000000010000000
14.8455,63.0366,+63 02 11.8,00 59 22.920,0.0,4.98,0.18,95.0,1.0,123.8324,0.1787,0000000000000010000000
6.84957,63.062,+63 03 43.2,00 27 23.897,0.0,1.71,0.18,83.0,3.0,120.2133,0.3172,0000000000000010000000
32.2284,63.0697,+63 04 10.9,02 08 54.816,0.0,2.43,0.1,108.3,1.2,131.5738,1.5053,0000000000000001000000
59.35597,63.0722,+63 04 19.9,03 57 25.434,24479.0,0.06,0.032,146.0,14.9,142.2767,7.417,0000000000000000000100
7.2015,63.0765,+63 04 35.4,00 28 48.360,0.0,2.35,0.18,96.0,2.2,120.3733,0.3172,0000000000000010000000
344.66583,63.0771,+63 04 37.6,22 58 39.799,217312.0,1.31,0.18,80.0,3.9,110.5631,2.946,0000000000000010000000
1.88814,63.0803,+63 04 49.1,00 07 33.154,0.0,3.5,0.18,71.0,1.5,117.9887,0.6305,0000000000000010000000
26.75448,63.081,+63 04 51.6,01 47 01.075,0.0,3.78,0.18,104.0,1.4,129.1743,0.8849,0000000000000010000000
29.43276,63.081,+63 04 51.6,01 57 43.862,0.0,2.62,0.1,105.8,1.1,130.3533,1.1685,0000000000000001000000
12.78364,63.1017,+63 06 06.1,00 51 08.075,4811.0,1.8,0.2,94.0,3.2,122.8977,0.23,0000000000000000010000
12.58576,63.1288,+63 07 43.7,00 50 20.584,0.0,1.15,0.2,114.0,5.0,122.8083,0.2574,0000000000000000010000
32.01596,63.1507,+63 09 02.5,02 08 03.829,12819.0,1.0,0.1,112.5,2.9,131.4582,1.5545,0000000000000001000000
12.56796,63.1713,+63 10 16.7,00 50 16.310,4717.0,4.79,0.2,103.0,1.2,122.8004,0.2999,0000000000000000010000
310.8401,63.2091,+63 12 32.8,20 43 21.623,197911.0,1.34,0.2,138.0,4.3,98.8568,12.6402,0000000000000000010000
346.5374,63.2128,+63 12 46.1,23 06 08.978,218342.0,1.78,0.2,58.0,3.2,111.3913,2.7248,0000000000000000010000
55.53894,63.2167,+63 13 00.1,03 42 09.346,22649.0,0.21,0.032,126.0,4.4,140.8354,6.4442,0000000000000000000100
356.83502,63.22,+63 13 12.0,23 47 20.407,0.0,2.67,0.18,115.0,1.9,115.7855,1.2411,0000000000000010000000
334.61588,63.2229,+63 13 22.4,22 18 27.806,211880.0,0.47,0.18,52.0,10.8,106.6677,5.289,0000000000000010000000
358.4557,63.2254,+63 13 31.4,23 53 49.369,0.0,2.29,0.18,77.0,2.3,116.4968,1.0758,0000000000000010000000
329.76486,63.2628,+63 15 46.1,21 59 03.570,209162.0,1.24,0.2,23.0,4.6,104.9077,6.5946,0000000000000000010000
14.3175,63.2706,+63 16 14.2,00 57 16.200,0.0,4.47,0.18,97.0,1.2,123.5877,0.4063,0000000000000010000000
22.01314,63.2825,+63 16 57.0,01 28 03.155,8768.0,3.87,0.2,100.0,1.5,127.0337,0.7028,0000000000000000010000
8.1105,63.2927,+63 17 33.7,00 32 26.520,0.0,2.9,0.18,72.0,1.8,120.7995,0.4996,0000000000000010000000
357.99536,63.303,+63 18 10.8,23 51 58.885,0.0,1.64,0.18,79.0,3.1,116.3124,1.1979,0000000000000010000000
29.93105,63.3141,+63 18 50.8,01 59 43.451,11959.0,0.73,0.1,78.1,3.9,130.5103,1.4516,0000000000000001000000
31.5945,63.3394,+63 20 21.8,02 06 22.680,0.0,6.22,0.18,107.0,0.8,131.2219,1.6803,0000000000000010000000
11.34,63.3402,+63 20 24.7,00 45 21.600,0.0,3.87,0.18,106.0,1.3,122.2502,0.4765,0000000000000010000000
22.82497,63.3475,+63 20 51.0,01 31 17.994,9105.0,3.36,0.2,104.0,1.7,127.3847,0.821,0000000000000000010000
31.494,63.3563,+63 21 22.7,02 05 58.560,0.0,5.94,0.18,108.0,0.9,131.1739,1.6836,0000000000000010000000
5.91913,63.3661,+63 21 58.0,00 23 40.592,0.0,3.5,0.18,96.0,1.5,119.8266,0.6619,0000000000000010000000
346.00928,63.3968,+63 23 48.5,23 04 02.226,218066.0,0.7,0.18,37.0,7.3,111.2469,2.9883,0000000000000010000000
357.01862,63.3974,+63 23 50.6,23 48 04.471,0.0,1.08,0.18,174.0,4.8,115.9089,1.393,0000000000000010000000
336.38992,63.4173,+63 25 02.3,22 25 33.582,0.0,7.1,0.18,74.0,0.7,107.4456,5.0205,0000000000000010000000
37.94923,63.4174,+63 25 02.6,02 31 47.816,0.0,3.82,0.18,113.0,1.3,133.8826,2.6997,0000000000000010000000
15.2857,63.4413,+63 26 28.7,01 01 08.569,0.0,5.48,0.18,92.0,0.9,124.0166,0.59,0000000000000010000000
6.6267,63.4422,+63 26 31.9,00 26 30.408,0.0,2.86,0.18,73.0,1.8,120.1495,0.7053,0000000000000010000000
27.96036,63.454,+63 27 14.4,01 51 50.486,0.0,2.95,0.1,105.9,1.0,129.62,1.3694,0000000000000001000000
28.04193,63.4639,+63 27 50.0,01 52 10.063,0.0,2.91,0.1,101.9,1.0,129.6532,1.3875,0000000000000001000000
13.713,63.4879,+63 29 16.4,00 54 51.120,0.0,3.46,0.18,97.0,1.5,123.313,0.6187,0000000000000010000000
349.63712,63.5014,+63 30 05.0,23 18 32.911,0.0,6.72,0.18,74.0,0.8,112.7898,2.4737,0000000000000010000000
359.1887,63.504,+63 30 14.4,23 56 45.283,0.0,3.6,0.18,70.0,1.4,116.8779,1.2769,0000000000000010000000
4.7412,63.5719,+63 34 18.8,00 18 57.888,0.0,3.09,0.18,81.0,1.7,119.328,0.9277,0000000000000010000000
22.52485,63.5821,+63 34 55.6,01 30 05.965,0.0,5.12,0.18,103.0,1.0,127.2166,1.0325,0000000000000010000000
38.79821,63.5841,+63 35 02.8,02 35 11.569,0.0,4.61,0.18,114.0,1.1,134.1687,2.9991,0000000000000010000000
339.66272,63.5845,+63 35 04.2,22 38 39.055,214734.0,0.06,0.03,58.7,14.0,108.7913,4.4195,0000000001000000000000
25.85253,63.6033,+63 36 11.9,01 43 24.607,0.0,4.75,0.18,100.0,1.1,128.6702,1.3122,0000000000000010000000
25.79043,63.6053,+63 36 19.1,01 43 09.703,0.0,4.75,0.18,101.0,1.1,128.6427,1.3086,0000000000000010000000
14.94829,63.6078,+63 36 28.1,00 59 47.591,5689.0,4.24,0.2,95.0,1.4,123.8604,0.7512,0000000000000000010000
25.557,63.608,+63 36 28.8,01 42 13.680,0.0,4.42,0.18,102.0,1.2,128.5404,1.2907,0000000000000010000000
329.1631,63.6255,+63 37 31.8,21 56 39.145,208816.0,1.47,0.2,39.0,3.9,104.9192,7.0461,0000000000000000010000
23.70442,63.6266,+63 37 35.8,01 34 49.062,0.0,1.98,0.2,96.0,2.9,127.7274,1.1595,0000000000000000010000
346.9489,63.6334,+63 38 00.2,23 07 47.737,218537.0,0.66,0.2,46.0,8.6,111.726,3.0396,0000000000000000010000
24.00464,63.6397,+63 38 22.9,01 36 01.112,0.0,4.19,0.18,102.0,1.2,127.8566,1.1951,0000000000000010000000
0.85716,63.6405,+63 38 25.8,00 03 25.718,225094.0,2.39,0.2,76.0,2.4,117.633,1.2638,0000000000000000010000
28.59868,63.6701,+63 40 12.4,01 54 23.684,11415.0,0.399,0.168,125.1,11.9,129.8451,1.6466,0000000000000000011000
1.51415,63.6796,+63 40 46.6,00 06 03.395,108.0,1.47,0.2,80.0,3.9,117.9268,1.2498,0000000000000000010000
17.31532,63.6812,+63 40 52.3,01 09 15.678,0.0,4.61,0.18,96.0,1.1,124.9062,0.8779,0000000000000010000000
345.75613,63.6981,+63 41 53.2,23 03 01.469,217919.0,0.7,0.18,64.0,7.3,111.2656,3.3094,0000000000000010000000
344.63855,63.7067,+63 42 24.1,22 58 33.254,217297.0,0.66,0.2,56.0,8.6,110.8177,3.5222,0000000000000000010000
11.316,63.7069,+63 42 24.8,00 45 15.840,0.0,5.81,0.18,104.0,0.9,122.2483,0.8433,0000000000000010000000
14.61181,63.7136,+63 42 49.0,00 58 26.836,5551.0,3.92,0.2,92.0,1.5,123.708,0.8524,0000000000000000010000
24.25438,63.7275,+63 43 39.0,01 37 01.052,0.0,3.13,0.18,96.0,1.6,127.9503,1.3008,0000000000000010000000
15.96,63.7519,+63 45 06.8,01 03 50.400,0.0,4.42,0.18,98.0,1.2,124.3029,0.9132,0000000000000010000000
12.85804,63.7811,+63 46 52.0,00 51 25.931,4841.0,4.42,0.2,98.0,1.3,122.9313,0.9094,0000000000000000010000
349.2655,63.7894,+63 47 21.8,23 17 03.718,0.0,2.48,0.18,63.0,2.1,112.7374,2.8014,0000000000000010000000
14.9775,63.8198,+63 49 11.3,00 59 54.600,0.0,6.13,0.18,99.0,0.8,123.8664,0.9634,0000000000000010000000
12.3525,63.856,+63 51 21.6,00 49 24.600,0.0,6.18,0.18,97.0,0.8,122.7086,0.9851,0000000000000010000000
11.1915,63.907,+63 54 25.2,00 44 45.960,0.0,4.79,0.18,105.0,1.1,122.1983,1.0448,0000000000000010000000
10.18582,63.9166,+63 54 59.8,00 40 44.598,0.0,0.48,0.18,105.0,10.6,121.7566,1.0693,0000000000000010000000
15.2805,63.9195,+63 55 10.2,01 01 07.320,0.0,5.02,0.18,100.0,1.0,123.9963,1.0678,0000000000000010000000
15.3315,63.9361,+63 56 10.0,01 01 19.560,0.0,6.87,0.18,93.0,0.8,124.018,1.0852,0000000000000010000000
21.07608,63.9498,+63 56 59.3,01 24 18.259,0.0,5.44,0.18,95.0,0.9,126.5313,1.3081,0000000000000010000000
15.306,63.9528,+63 57 10.1,01 01 13.440,0.0,6.18,0.18,98.0,0.8,124.0062,1.1015,0000000000000010000000
11.3175,63.9569,+63 57 24.8,00 45 16.200,0.0,5.3,0.18,98.0,1.0,122.2549,1.0933,0000000000000010000000
13.9935,63.9876,+63 59 15.4,00 55 58.440,0.0,5.16,0.18,98.0,1.0,123.4294,1.1202,0000000000000010000000
8.34204,63.998,+63 59 52.8,00 33 22.090,0.0,6.91,0.18,94.0,0.7,120.9528,1.1957,0000000000000010000000
15.7095,64.0023,+64 00 08.3,01 02 50.280,0.0,5.58,0.18,98.0,0.9,124.1811,1.1582,0000000000000010000000
33.80404,64.0244,+64 01 27.8,02 15 12.971,13590.0,4.42,0.2,117.0,1.3,131.9491,2.6293,0000000000000000010000
10.611,64.0408,+64 02 26.9,00 42 26.640,0.0,0.0,0.18,0.0,90.0,121.9477,1.1862,0000000000000010000000
29.37244,64.0411,+64 02 28.0,01 57 29.387,0.0,4.1,0.18,103.0,1.3,130.0838,2.0904,0000000000000010000000
312.32248,64.0422,+64 02 31.9,20 49 17.396,198781.0,1.38,0.2,161.0,4.1,99.9447,12.6136,0000000000000000010000
46.82924,64.0576,+64 03 27.4,03 07 19.016,19065.0,0.52,0.032,132.0,1.8,137.1357,4.9993,0000000000000000000100
32.62893,64.0919,+64 05 30.8,02 10 30.943,0.0,4.88,0.18,108.0,1.1,131.4389,2.5341,0000000000000010000000
6.9765,64.11,+64 06 36.0,00 27 54.360,0.0,5.85,0.18,89.0,0.9,120.3661,1.3555,0000000000000010000000
349.33987,64.1211,+64 07 16.0,23 17 21.570,0.0,4.17,0.18,63.0,1.2,112.8863,3.0998,0000000000000010000000
7.053,64.1433,+64 08 35.9,00 28 12.720,0.0,5.16,0.18,89.0,1.0,120.4024,1.3857,0000000000000010000000
43.83732,64.1574,+64 09 26.6,02 55 20.957,17857.0,4.7,0.2,112.0,1.2,135.9373,4.4605,0000000000000000010000
25.21983,64.173,+64 10 22.8,01 40 52.759,10125.0,3.55,0.2,102.0,1.6,128.2856,1.8165,0000000000000000010000
12.2775,64.1894,+64 11 21.8,00 49 06.600,0.0,5.12,0.18,98.0,1.0,122.6785,1.3188,0000000000000010000000
28.35322,64.1894,+64 11 21.8,01 53 24.774,0.0,4.19,0.18,106.0,1.2,129.6157,2.1249,0000000000000010000000
348.86874,64.2667,+64 16 00.1,23 15 28.501,219523.0,0.52,0.2,40.0,10.9,112.7469,3.3093,0000000000000000010000
31.38259,64.287,+64 17 13.2,02 05 31.823,12567.0,4.33,0.18,107.0,1.2,130.8624,2.5621,0000000000000010000000
10.7086,64.2912,+64 17 28.3,00 42 50.065,3940.0,5.07,0.2,101.0,1.1,121.9988,1.4351,0000000000000000010000
346.4863,64.2951,+64 17 42.4,23 05 56.710,218323.0,1.92,0.18,68.0,2.7,111.7994,3.7278,0000000000000010000000
19.55284,64.3051,+64 18 18.4,01 18 12.683,0.0,4.88,0.18,85.0,1.1,125.8298,1.5841,0000000000000010000000
27.40611,64.3259,+64 19 33.2,01 49 37.466,0.0,4.7,0.18,103.0,1.1,129.1837,2.1628,0000000000000010000000
44.10273,64.3324,+64 19 56.6,02 56 24.655,17958.0,3.25,0.032,109.0,0.3,135.959,4.669,0000000000000000000100
35.05365,64.3369,+64 20 12.8,02 20 12.876,14171.0,0.48,0.032,121.0,1.9,132.3615,3.1028,0000000000000000000100
11.19763,64.3371,+64 20 13.6,00 44 47.432,0.0,5.81,0.18,96.0,0.9,122.2121,1.4747,0000000000000010000000
11.622,64.3733,+64 22 23.9,00 46 29.280,0.0,4.38,0.18,91.0,1.2,122.3966,1.5067,0000000000000010000000
211.09761,64.3758,+64 22 32.9,14 04 23.426,123299.0,0.12,0.12,96.0,26.6,110.5234,50.9587,0000000000000000001000
31.25607,64.3856,+64 23 08.2,02 05 01.457,12509.0,3.41,0.18,113.0,1.5,130.782,2.6412,0000000000000010000000
30.75078,64.39,+64 23 24.0,02 03 00.187,12301.0,2.784,0.176,110.0,1.8,130.5707,2.5849,0000000000000000011000
11.295,64.3903,+64 23 25.1,00 45 10.800,0.0,5.71,0.18,92.0,0.9,122.2556,1.5268,0000000000000010000000
11.30355,64.3918,+64 23 30.5,00 45 12.852,0.0,5.39,0.18,89.0,1.0,122.2593,1.5283,0000000000000010000000
11.46681,64.4026,+64 24 09.4,00 45 52.034,0.0,5.94,0.18,91.0,0.9,122.3301,1.5374,0000000000000010000000
34.68619,64.4249,+64 25 29.6,02 18 44.687,14010.0,4.33,0.2,112.0,1.3,132.1821,3.1326,0000000000000000010000
6.66715,64.432,+64 25 55.2,00 26 40.117,0.0,5.48,0.18,109.0,0.9,120.2626,1.6888,0000000000000010000000
11.649,64.4566,+64 27 23.8,00 46 35.760,0.0,4.61,0.18,6.0,1.1,122.4099,1.5898,0000000000000010000000
11.067,64.4571,+64 27 25.6,00 44 16.080,0.0,6.77,0.18,99.0,0.8,122.1589,1.5961,0000000000000010000000
344.1102,64.4649,+64 27 53.6,22 56 26.452,0.0,3.74,0.18,40.0,1.4,110.9316,4.3066,0000000000000010000000
13.062,64.5386,+64 32 19.0,00 52 14.880,0.0,5.44,0.18,102.0,0.9,123.0191,1.667,0000000000000010000000
51.169,64.5859,+64 35 09.2,03 24 40.561,20797.0,2.35,0.032,138.0,0.4,138.461,6.4397,0000000000000000000100
250.22968,64.589,+64 35 20.4,16 40 55.121,151101.0,0.09,0.12,141.0,33.7,95.5722,38.1551,0000000000000000001000
5.45956,64.5951,+64 35 42.4,00 21 50.296,0.0,3.87,0.18,103.0,1.3,119.7628,1.9056,0000000000000010000000
20.535,64.5954,+64 35 43.4,01 22 08.400,0.0,4.65,0.18,101.0,1.1,126.2186,1.9198,0000000000000010000000
29.90829,64.6216,+64 37 17.8,01 59 37.990,11946.0,0.036,0.039,120.4,28.4,130.1589,2.7111,0000000000000000001100
12.47199,64.6377,+64 38 15.7,00 49 53.278,4694.0,6.82,0.18,98.0,0.8,122.7659,1.7665,0000000000000010000000
14.9565,64.6532,+64 39 11.5,00 59 49.560,0.0,5.76,0.18,99.0,0.9,123.83,1.7961,0000000000000010000000
6.30611,64.669,+64 40 08.4,00 25 13.465,0.0,5.48,0.18,104.0,0.9,120.1315,1.94,0000000000000010000000
14.907,64.6699,+64 40 11.6,00 59 37.680,0.0,6.08,0.18,110.0,0.8,123.8083,1.8121,0000000000000010000000
13.07463,64.6835,+64 41 00.6,00 52 17.911,0.0,7.14,0.18,102.0,0.7,123.024,1.812,0000000000000010000000
348.00653,64.7192,+64 43 09.1,23 12 01.570,219063.0,0.37,0.2,159.0,15.1,112.5682,3.8668,0000000000000000010000
6.38526,64.7392,+64 44 21.1,00 25 32.462,0.0,4.06,0.18,103.0,1.3,120.1723,2.0063,0000000000000010000000
10.86834,64.7598,+64 45 35.3,00 43 28.402,4004.0,6.36,0.18,96.0,0.8,122.0826,1.9012,0000000000000010000000
13.43208,64.762,+64 45 43.2,00 53 43.699,0.0,6.96,0.18,103.0,0.7,123.1763,1.8914,0000000000000010000000
14.40289,64.8596,+64 51 34.6,00 57 36.695,0.0,5.3,0.18,99.0,1.0,123.588,1.9958,0000000000000010000000
319.84256,64.8718,+64 52 18.5,21 19 22.213,203467.0,0.78,0.2,122.0,7.3,102.7379,10.6888,0000000000000000010000
30.71872,64.9014,+64 54 05.0,02 02 52.494,12279.0,0.067,0.031,113.9,13.0,130.4174,3.0731,0000000000000000001100
10.767,64.9074,+64 54 26.6,00 43 04.080,0.0,7.1,0.18,93.0,0.7,122.0442,2.0501,0000000000000010000000
32.18931,65.0374,+65 02 14.6,02 08 45.434,12882.0,2.81,0.2,110.0,2.0,130.9762,3.3803,0000000000000000010000
341.9706,65.0621,+65 03 43.6,22 47 52.944,216014.0,1.73,0.2,50.0,3.3,110.3775,5.2467,0000000000000000010000
