#   RA        DEC        GLON        GLAT    Pol   e_Pol  EVPA  e_EVPA  galPA
#  1-  9  F9.5  deg     RAdeg    Right Ascension (J2000) (1)
# 13- 20  F8.5  deg     DEdeg    Declination (J2000) (1)
# 24- 32  F9.5  deg     GLON     Galactic longitude (1)
# 36- 43  F8.5  deg     GLAT     Galactic latitude (1)
# 47- 49  F3.1  %       Pol      [0.5/4.5] Polarization degree percentage (2)
# 53- 55  F3.1  %     e_Pol      [0.2/1.9] Error in polarization degree
# 59- 61  I3    deg     EVPA     [-90/90] Electric vector polarization angle (3)
# 65- 66  I2    deg   e_EVPA     [2/19] Error in EVPA
# 70- 72  I3    deg     galPA    [0/180] Galactic polarization angle (4)
 70.29522   87.29399   125.46169   25.64918   1.7   0.7   -58    8    65
 70.43594   87.00437   125.73318   25.49441   2.3   0.8    48   12   172
 70.91298   86.78647   125.95024   25.39577   1.0   0.2    56    5   179
 71.20851   87.29975   125.48254   25.68836   0.7   0.3    47   10   170
 71.38848   87.82530   124.99515   25.97788   1.5   0.6    22   10   145
 71.79288   88.90588   123.97968   26.55977   0.8   0.3   -13    9   108
 72.14155   89.01675   123.87746   26.62283   2.8   0.9    -9    9   111
 72.18444   86.98279   125.80834   25.55979   1.0   0.4    42   13   164
 72.37530   86.95905   125.83659   25.55582   1.8   0.8    65   11     7
 72.37777   87.55464   125.27394   25.86845   1.4   0.3    43    8   164
 72.39289   87.29708   125.51806   25.73418   0.8   0.4    61   11     3
 72.40628   87.44083   125.38244   25.80998   2.7   0.4    39    4   161
 72.41015   87.44114   125.38224   25.81029   3.2   1.0    31    5   152
 72.41664   87.55590   125.27370   25.87052   1.2   0.5    32    7   154
 72.88094   86.90312   125.90512   25.54964   1.1   0.4    69    9    11
 72.98133   87.45855   125.38036   25.84105   2.3   0.7    42   17   163
 73.26140   87.07641   125.75198   25.65620   1.6   0.3    41    4   162
 73.27110   87.31016   125.52939   25.77629   1.1   0.3    44    8   165
 73.27751   87.63436   125.21969   25.94193   0.9   0.3    47    9   167
 73.60730   87.24378   125.60186   25.75626   0.7   0.2    54    8   175
 73.74381   87.00640   125.83288   25.64196   1.2   0.3    40    6   160
 73.75585   87.43220   125.42508   25.85736   2.4   0.8    36    8   156
 73.75917   88.81009   124.09414   26.54477   1.7   0.7   -48    6    71
 73.85590   86.96778   125.87314   25.62752   2.4   0.9    62   10     3
 73.90423   87.54747   125.31788   25.92082   1.9   0.5    56    7   176
 73.96382   89.23524   123.68176   26.75672   0.9   0.2    32    6   151
 74.06540   87.01280   125.83612   25.65967   1.7   0.2    53    3   173
 74.31619   87.33525   125.53261   25.83110   1.2   0.3    48    5   168
 74.42682   87.19199   125.67375   25.76476   1.2   0.4    67    9     7
 74.61650   87.81583   125.07414   26.07847   0.8   0.3    46    9   165
 74.75690   86.95935   125.90762   25.66471   0.8   0.2    57    8   176
 74.89272   88.28963   124.61721   26.31612   0.9   0.4    18   10   137
 74.92782   88.86924   124.04916   26.59417   1.3   0.4     2    6   121
 75.09411   87.86304   125.03785   26.11708   1.0   0.2    38    6   157
 75.26493   88.39611   124.51854   26.37641   2.3   0.6    65    7     3
 75.33044   88.31766   124.59663   26.34088   0.8   0.2    35    9   154
 75.43352   87.61508   125.28735   26.01016   1.6   0.6    41    8   159
 75.67803   88.61679   124.30671   26.48971   1.0   0.3    68    7     6
 75.71731   87.70933   125.20112   26.06506   4.1   1.4    44    6   162
 75.72331   88.32354   124.59689   26.35381   0.7   0.2    11    7   129
 75.77615   87.50761   125.40028   25.97199   1.4   0.3    47    6   165
 75.78788   87.07076   125.82815   25.76554   1.6   0.3    62    6     1
 75.79621   87.53951   125.36946   25.98781   1.3   0.5    24    8   142
 75.93822   87.45581   125.45483   25.95386   1.0   0.4    41    9   159
 76.05390   87.99097   124.93053   26.20814   1.6   0.7    21   11   138
 76.07066   87.44179   125.47168   25.95248   0.7   0.3    39   13   157
 76.19193   87.40879   125.50695   25.94187   1.0   0.3    41    7   159
 76.34389   88.51841   124.41279   26.45906   1.5   0.6    19   10   137
 76.42405   87.15601   125.76129   25.83388   2.4   0.9    72   11     9
 76.46965   86.95294   125.96215   25.74151   2.1   0.6    64    8     2
 76.60276   88.85971   124.07581   26.61917   0.9   0.3    26    9   143
 76.66256   87.64065   125.28865   26.06708   1.0   0.3    39    6   156
 77.23582   87.20793   125.73034   25.89315   2.1   0.2    54    3   171
 77.40542   87.70936   125.23557   26.12502   0.7   0.3    42   13   158
