col1,col2,_r,USNO-B1.0,Tycho-2,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Epoch,pmRA,pmDE,muPr,e_pmRA,e_pmDE,fit_RA,fit_DE,Ndet,Flags,B1mag,B1C,B1S,B1f,B1s/g,B1xi,B1eta,R1mag,R1C,R1S,R1f,R1s/g,R1xi,R1eta,B2mag,B2C,B2S,B2f,B2s/g,B2xi,B2eta,R2mag,R2C,R2S,R2f,R2s/g,R2xi,R2eta,Imag,IC,IS,If,Is/g,Ixi,Ieta,Separation
0.325125,-7.77416666667,4.1E-5,0822-0000261,,0.325092,-7.774142,107,115,1976.1,0,0,0,0,0,2,2,5,..Y,16.45,2,0,645,4,-0.32,-0.04,15.66,2,1,645,2,-0.01,-0.36,18.14,1,4,751,8,0.12,0.1,17.19,1,5,751,5,0.24,0.05,17.23,1,8,751,,-0.06,0.24,4.095752088416298E-5
0.384875,21.22675,8.4E-5,1112-0000422,,0.384842,21.226828,202,71,1977.5,2,8,9,6,2,2,1,5,..Y,18.81,1,0,405,7,-0.29,-0.03,19.08,1,1,405,3,0.28,0.02,19.02,1,2,538,3,-0.04,-0.12,18.47,1,3,538,3,-0.03,0.07,18.42,1,7,538,,0.06,0.03,8.384655881124741E-5
1.14858333333,-47.6054444444,8.0E-5,0423-0000868,,1.148523,-47.605375,86,54,1990.3,0,0,0,0,0,1,1,4,...,,,,,,,,18.28,5,5,193,1,0.06,0.09,19.07,4,4,292,1,-0.13,-0.1,15.88,4,6,241,3,0.16,0.05,16.68,4,8,241,,-0.11,-0.06,8.048155975315685E-5
1.48825,38.3375277778,7.1E-5,1283-0002371,,1.488212,38.337592,46,79,1976.3,0,0,0,0,0,1,1,5,..Y,18.84,2,0,241,10,-0.11,0.15,17.57,2,1,292,7,0.1,-0.22,18.43,1,2,293,3,0.0,-0.09,17.16,1,3,293,3,0.07,0.12,16.49,1,7,293,,-0.08,0.03,7.080177950900414E-5
1.999875,47.2021666667,6.9E-5,1372-0004156,,1.999789,47.202203,116,79,1975.6,0,0,0,0,0,2,1,5,..Y,20.05,1,0,192,0,0.0,0.04,18.53,1,1,192,1,0.38,-0.2,18.75,1,2,193,2,-0.19,-0.09,17.91,1,3,241,8,-0.14,0.21,18.06,1,7,241,,-0.07,0.03,6.880494551157783E-5
2.1475,-23.65775,1.84E-4,0663-0001944,,2.14735,-23.657628,188,37,1975.0,-10,12,9,6,1,2,0,5,..Y,18.31,1,0,881,8,0.13,0.03,16.85,1,1,881,7,-0.03,-0.04,16.98,1,4,472,10,-0.26,0.02,16.37,1,6,472,5,-0.04,0.01,16.55,1,8,472,,0.18,-0.04,1.8374187591327804E-4
2.26645833333,6.47263888889,6.9E-5,0964-0001188,,2.26642,6.472581,125,64,1977.5,0,0,0,0,0,2,1,5,..Y,20.46,1,0,525,9,-0.26,-0.02,19.12,1,1,525,3,-0.19,-0.15,19.06,1,2,751,9,0.35,0.06,18.42,1,3,751,8,0.0,0.17,17.77,1,7,751,,0.08,-0.09,6.929570395886844E-5
2.343875,50.5080277778,6.28E-4,1405-0004567,,2.344853,50.507939,72,104,1992.3,16,-54,8,9,12,0,0,3,...,,,,,,,,,,,,,,,19.74,1,2,193,2,-0.03,-0.04,19.35,1,3,193,8,0.03,0.04,17.32,1,7,193,,-0.02,-0.02,6.282832174175526E-4
3.249625,-39.90725,9.5E-5,0500-0001969,,3.249559,-39.90717,93,34,1986.7,0,0,0,0,0,1,0,4,...,,,,,,,,18.88,3,5,293,10,0.15,0.03,18.14,3,4,293,8,-0.18,-0.08,18.05,3,6,294,9,-0.08,0.05,18.52,3,8,294,,0.09,-0.02,9.4673919664952E-5
3.48354166667,-18.9018888889,6.1E-5,0710-0002744,,3.483484,-18.901862,100,109,1974.7,0,0,0,0,0,2,2,5,..Y,15.97,1,0,766,5,-0.21,-0.09,13.49,1,1,766,7,-0.15,-0.17,13.83,1,4,538,9,0.28,0.02,12.24,1,6,539,9,0.08,0.35,13.71,1,8,539,,-0.02,-0.14,6.082332685219662E-5
3.54675,-50.3757222222,8.82E-4,0396-0001704,,3.547734,-50.376342,113,103,1989.7,0,0,0,0,0,2,2,4,...,,,,,,,,18.74,5,5,193,4,0.14,0.24,19.36,5,4,193,8,0.11,-0.04,18.82,5,6,194,2,0.01,-0.11,18.68,5,8,194,,-0.27,-0.12,8.820055992413612E-4
3.67545833333,58.0336944444,9.4E-5,1480-0010434,,3.675487,58.033787,108,114,1993.1,0,0,0,0,0,1,1,2,...,,,,,,,,,,,,,,,,,,,,,,18.73,2,3,150,8,0.1,-0.12,18.3,2,7,150,,-0.11,0.11,9.37916380500771E-5
4.04620833333,-0.253444444444,5.7E-5,0897-0002536,,4.046173,-0.2534,99,109,1977.0,0,0,0,0,0,2,2,5,...,19.98,2,0,585,2,-0.34,-0.32,19.26,2,1,585,9,0.06,0.02,20.32,2,2,824,9,0.15,0.05,19.72,2,3,824,7,0.07,-0.06,18.1,2,8,824,,0.04,0.27,5.677788643285777E-5
4.39925,-5.21161111111,4.7E-5,0847-0003002,,4.39922,-5.211575,130,106,1976.2,0,0,0,0,0,2,2,5,..Y,16.83,2,0,645,4,-0.1,-0.06,16.88,2,1,645,8,-0.19,-0.23,18.7,2,4,752,8,-0.23,0.06,17.6,2,5,752,3,0.12,0.32,16.83,2,8,752,,0.38,-0.1,4.686775563074537E-5
4.615625,29.7917777778,2.98E-4,1197-0004339,,4.615817,29.792025,75,96,1977.0,0,0,0,0,0,1,2,5,..Y,17.43,3,0,293,4,0.15,-0.15,17.76,3,1,293,3,-0.21,0.16,17.76,3,2,410,1,0.11,-0.07,17.24,3,3,410,9,-0.07,-0.18,17.56,3,7,410,,0.0,0.23,2.981317232080172E-4
4.83595833333,-81.881,1.78E-4,0081-0001031,,4.835098,-81.88087,63,81,1986.2,0,0,0,0,0,1,1,4,..Y,,,,,,,,15.86,1,5,12,10,0.02,-0.2,16.62,1,4,12,8,-0.11,0.08,16.13,2,6,13,0,-0.06,0.01,15.33,2,8,13,,0.13,0.08,1.779426063743511E-4
4.90770833333,20.3626666667,4.96E-4,1103-0004193,,4.908109,20.362342,135,283,1977.3,144,-152,9,4,10,1,2,3,...,19.62,2,0,406,5,0.0,0.01,,,,,,,,21.02,2,2,539,9,-0.11,-0.22,19.7,2,3,539,2,0.09,0.19,,,,,,,,4.964932926747155E-4
5.385625,-25.8470277778,1.98E-4,0641-0004564,,5.385692,-25.846839,155,205,1972.7,0,0,0,0,0,3,4,5,..Y,18.08,1,0,827,8,-0.27,0.53,17.53,1,1,827,9,0.07,-0.32,16.86,1,4,473,2,-0.19,0.1,17.51,1,6,473,3,0.48,0.13,17.0,1,8,473,,-0.12,-0.47,1.9817376303995086E-4
5.538625,-18.8930277778,2.9E-5,0711-0004730,,5.53862,-18.893056,116,113,1975.5,0,0,0,0,0,2,2,5,...,19.05,1,0,767,8,-0.08,0.14,18.63,1,1,767,9,-0.32,-0.24,18.07,1,4,539,8,0.07,-0.17,16.95,1,6,539,3,0.0,-0.05,17.29,1,8,539,,0.3,0.29,2.8615928623931836E-5
5.50025,-51.6734444444,1.02E-4,0383-0004648,,5.500367,-51.673373,169,10,1988.5,4,10,8,13,0,1,0,4,..Y,,,,,,,,15.65,5,5,194,10,0.06,-0.01,17.38,5,4,193,3,-0.06,0.0,15.94,5,6,194,8,-0.08,0.0,16.65,5,8,194,,0.06,-0.01,1.0182722930092776E-4
5.63516666667,6.13452777778,6.9E-5,0961-0003592,,5.6351,6.134548,51,80,1976.4,-6,-2,9,1,2,0,1,5,..Y,20.16,2,0,526,9,0.05,0.07,18.92,2,1,526,8,-0.07,-0.09,20.06,2,2,752,7,-0.05,-0.08,19.07,2,3,752,2,0.02,0.07,18.31,2,7,752,,0.01,0.01,6.930099871770709E-5
6.18841666667,3.81766666667,1.3E-5,0938-0005135,,6.188409,3.817656,162,330,1972.5,14,-4,9,4,9,1,3,4,...,20.63,3,0,586,2,0.03,-0.22,19.28,2,1,526,2,-0.03,0.23,20.59,2,2,752,2,0.12,0.13,19.19,2,3,752,1,-0.14,-0.15,,,,,,,,1.3126123200683902E-5
6.64879166667,-46.0192222222,2.8E-4,0439-0003799,,6.648431,-46.019348,73,13,1989.6,0,0,0,0,0,1,0,4,..Y,,,,,,,,17.85,4,5,242,2,0.02,0.01,19.3,4,4,242,4,-0.17,-0.04,17.08,4,6,242,2,0.02,0.0,17.66,4,8,242,,0.11,0.0,2.802617542866427E-4
7.173125,-70.7544722222,8.5E-5,0192-0003854,,7.173114,-70.754387,47,10,1983.2,0,0,0,0,0,0,0,4,..Y,,,,,,,,16.71,2,5,50,4,0.03,-0.02,18.46,2,4,50,0,0.02,0.02,16.62,2,6,51,0,0.05,0.0,18.05,2,8,51,,-0.12,-0.01,8.529929518824051E-5
7.57325,-42.4127777778,3.36E-4,0475-0007085,,7.572839,-42.412923,37,166,1984.9,0,0,0,0,0,0,3,4,..Y,,,,,,,,18.18,3,5,294,4,0.08,0.08,19.13,3,4,294,8,-0.05,0.0,18.26,3,6,294,9,-0.01,-0.37,18.49,3,8,294,,-0.04,0.28,3.364032248558294E-4
8.13791666667,-28.8223055556,2.11E-4,0611-0005651,,8.137678,-28.822281,50,156,1971.7,-18,-2,9,1,4,0,1,5,..Y,17.7,2,0,883,1,-0.02,0.11,16.07,2,1,883,8,-0.01,-0.06,18.32,2,4,410,10,0.06,-0.16,16.27,2,6,410,10,-0.03,0.1,16.25,2,8,410,,-0.03,-0.02,2.1053734415572186E-4
8.3925,-19.35925,7.21E-4,0706-0006516,,8.393264,-19.359264,40,149,1976.5,0,0,0,0,0,0,3,5,..Y,17.29,1,0,767,7,-0.11,0.15,16.58,1,1,767,9,-0.05,-0.52,16.62,1,4,539,9,0.03,0.08,15.97,1,6,540,9,0.1,0.16,15.62,1,8,540,,0.01,0.1,7.209383317406355E-4
8.81133333333,15.2511388889,4.5E-5,1052-0006657,,8.811328,15.251184,58,57,1976.9,0,0,0,0,0,1,1,5,..Y,17.73,1,0,466,9,-0.19,-0.03,16.5,1,1,466,2,0.12,0.0,17.53,2,2,609,3,-0.01,0.15,16.69,2,3,609,9,0.03,0.01,16.11,2,7,609,,0.03,-0.16,4.540360691693281E-5
8.96933333333,59.8346111111,2.45E-4,1498-0020221,,8.968864,59.834545,32,81,1976.4,0,0,0,0,0,0,1,5,..Y,18.99,2,0,80,7,-0.03,0.23,17.19,2,1,80,8,0.1,-0.07,19.61,2,2,112,4,-0.04,-0.18,17.1,2,3,112,1,-0.07,0.07,15.82,2,7,112,,0.02,-0.07,2.4493019033575765E-4
9.461875,12.6385555556,3.18E-4,1026-0007126,,9.461942,12.638867,174,56,1976.9,0,0,0,0,0,3,1,5,..Y,17.66,1,0,466,8,-0.14,-0.13,14.69,1,1,466,9,-0.25,0.0,15.71,2,2,609,1,0.19,-0.05,13.33,2,3,609,2,0.49,0.0,13.44,2,7,609,,-0.32,0.17,3.182321564366103E-4
9.56141666667,-24.9839444444,4.1E-5,0650-0007467,,9.561445,-24.983912,177,134,1972.3,0,0,0,0,0,3,2,5,...,20.38,1,0,827,2,-0.01,0.4,19.06,1,1,827,8,-0.49,-0.14,17.48,1,4,473,2,-0.1,-0.3,17.14,1,6,474,2,0.12,-0.01,18.07,2,8,474,,0.46,0.01,4.137883625339938E-5
9.53541666667,0.226805555556,3.7E-5,0902-0007074,,9.535445,0.226781,30,138,1950.0,0,0,0,0,0,0,3,5,...,20.28,3,0,586,7,0.07,0.11,19.29,3,1,586,2,-0.08,-0.39,19.38,2,2,825,2,0.03,0.19,19.9,3,3,825,9,-0.01,0.24,17.92,3,8,825,,-0.04,-0.17,3.749320393599317E-5
9.77620833333,-9.71302777778,3.1E-5,0802-0006152,,9.776195,-9.713056,65,24,1964.0,0,0,0,0,0,1,0,3,...,19.76,2,0,706,3,-0.1,-0.03,19.59,2,1,706,10,0.05,-0.01,20.62,2,4,681,2,0.03,0.03,,,,,,,,,,,,,,,3.11321548916561E-5
10.5189583333,23.3336388889,5.1E-5,1133-0012765,,10.518912,23.333667,161,33,1982.9,-10,-4,8,6,1,2,0,4,...,20.73,3,0,350,4,-0.03,-0.01,,,,,,,,19.8,3,2,474,10,0.07,-0.04,19.4,3,3,474,8,0.12,0.01,19.02,3,7,474,,-0.18,0.02,5.099230987281099E-5
10.9535416667,34.4405833333,1.14E-4,1244-0010702,,10.953484,34.440687,87,155,1982.4,10,2,9,3,6,1,2,4,...,,,,,,,,19.94,3,1,242,9,0.01,-0.02,21.0,3,2,351,1,0.0,-0.17,19.19,3,3,351,3,-0.1,0.14,18.45,3,7,351,,0.08,0.02,1.1405521153696224E-4
11.3304166667,21.4611388889,5.3E-5,1114-0009974,,11.330362,21.461125,125,53,1976.8,0,0,0,0,0,2,1,5,..Y,17.04,3,0,407,10,-0.41,-0.03,17.14,3,1,407,8,0.04,-0.16,17.18,2,2,540,9,0.03,0.12,16.79,2,3,540,8,0.05,0.01,15.99,2,7,540,,0.26,0.05,5.2738159582073605E-5
11.4305833333,12.2866111111,7.0E-5,1022-0008851,,11.430537,12.286664,71,38,1977.4,-2,4,9,2,1,1,0,5,..Y,18.22,2,0,467,8,0.02,0.0,17.4,2,1,467,3,-0.04,-0.02,18.75,2,2,609,2,0.1,-0.02,16.91,2,3,609,3,-0.02,0.06,15.66,2,7,609,,-0.09,-0.05,6.961891935889873E-5
11.1119166667,-84.3778055556,1.54E-4,0056-0001412,,11.110414,-84.377762,66,47,1950.0,0,0,0,0,0,1,0,4,...,,,,,,,,17.83,2,5,2,1,0.1,0.02,19.06,2,4,2,8,-0.01,0.06,20.12,2,6,2,0,-0.15,-0.12,18.25,2,8,3,,0.04,0.01,1.5352257262947401E-4
11.7517916667,56.9617777778,1.21E-4,1469-0029282,,11.751775,56.961898,44,98,1978.3,-2,14,8,1,3,0,1,3,...,20.16,3,0,113,0,-0.01,-0.01,,,,,,,,20.41,3,2,151,10,0.03,0.07,18.91,3,3,151,3,-0.04,-0.08,,,,,,,,1.2056510465003746E-4
11.9800833333,39.816,1.12E-4,1298-0017198,,11.980037,39.816106,114,178,1974.7,-12,12,9,3,5,1,2,5,..Y,17.46,3,0,242,0,-0.06,-0.15,16.64,2,1,194,8,0.07,0.11,18.53,2,2,295,8,0.03,0.18,16.52,2,3,295,4,-0.17,0.03,16.72,2,7,295,,0.09,-0.2,1.11814858953578E-4
12.0109166667,22.5900555556,3.6E-5,1125-0013181,,12.010878,22.590062,76,70,1976.9,0,0,0,0,0,1,1,5,...,18.2,3,0,351,8,-0.13,-0.03,18.96,3,1,351,8,0.09,-0.19,18.66,3,2,474,4,0.17,0.19,19.74,3,3,474,9,0.03,-0.03,18.85,3,7,474,,-0.18,0.03,3.627706303230545E-5
12.4301666667,2.61772222222,1.03E-4,0926-0010801,,12.430084,2.617784,51,53,1978.2,0,0,0,0,0,1,1,5,..Y,18.56,2,0,587,1,-0.15,0.09,18.95,2,1,587,3,-0.03,0.02,18.55,2,2,753,8,0.04,0.07,19.07,2,3,753,9,-0.02,-0.17,18.78,2,7,753,,0.12,-0.04,1.0313109261220617E-4
12.4977916667,-57.6409166667,9.7E-5,0323-0008714,,12.4979,-57.640839,41,62,1991.4,0,0,0,0,0,0,1,4,..Y,,,,,,,,16.48,4,5,112,4,0.01,-0.15,17.36,4,4,150,8,-0.1,0.01,16.56,4,6,151,2,0.06,0.02,16.66,4,8,151,,0.01,0.09,9.69231629640828E-5
12.5897083333,-4.87238888889,4.9E-5,0851-0007839,,12.589662,-4.872406,83,73,1976.3,0,0,0,0,0,1,1,5,..Y,18.0,2,0,647,3,-0.05,-0.07,19.07,2,1,647,8,-0.2,-0.11,21.24,2,4,753,4,0.0,0.09,18.59,3,5,753,6,0.0,0.19,18.33,2,8,754,,0.24,-0.14,4.923491993099035E-5
12.6721666667,-9.48477777778,2.5E-5,0805-0008132,,12.672156,-9.4848,86,122,1975.7,0,0,0,0,0,1,2,5,..Y,16.98,1,0,707,8,-0.24,-0.04,15.49,2,1,707,2,-0.06,-0.39,17.83,2,4,681,3,-0.03,0.02,16.14,2,5,681,7,0.2,0.16,15.04,2,8,682,,0.11,0.21,2.4586906478020587E-5
12.7842083333,-6.83394444444,1.2E-4,0831-0012231,,12.784087,-6.833945,180,32,1976.3,0,0,0,0,0,4,0,5,...,20.12,2,0,647,1,-0.59,-0.08,19.34,2,1,647,3,0.22,0.05,20.59,2,4,753,3,0.22,0.07,19.07,3,5,753,9,0.21,-0.03,18.68,2,8,754,,-0.08,-0.03,1.2047253043457401E-4
13.6947083333,-24.9248611111,1.79E-4,0650-0010130,,13.694812,-24.924709,130,85,1973.7,0,0,0,0,0,2,1,5,...,16.95,2,0,828,4,-0.41,0.01,16.87,2,1,828,4,-0.09,-0.04,17.71,1,4,474,2,0.11,-0.26,17.08,2,6,475,3,0.2,0.18,17.5,2,8,475,,0.17,0.09,1.788181322281708E-4
14.1345,-21.2855555556,6.9E-5,0687-0010959,,14.134475,-21.28562,110,80,1977.7,0,0,0,0,0,2,1,5,..Y,16.88,2,0,828,2,-0.18,0.1,16.87,2,1,828,2,-0.17,-0.21,17.8,1,4,540,3,0.2,-0.14,16.56,2,6,541,8,-0.12,0.1,16.66,2,8,541,,0.25,0.12,6.852530492839789E-5
14.0836666667,-9.60830555556,4.49E-4,0803-0009088,,14.083503,-9.608725,88,154,1976.7,-16,6,9,2,5,1,2,5,..Y,14.49,1,0,707,3,0.08,0.19,11.45,0,1,707,2,-0.07,-0.21,13.05,1,4,682,2,-0.06,-0.06,11.35,0,5,682,2,-0.08,0.08,11.49,0,8,682,,0.1,-0.02,4.494153178698314E-4
14.521125,-5.66452777778,7.2E-5,0843-0009433,,14.521062,-5.664492,43,59,1978.1,-6,0,9,1,2,0,0,5,..Y,17.42,2,0,647,8,0.02,-0.03,19.14,2,1,647,10,-0.03,0.03,19.06,2,4,754,8,0.06,-0.08,18.73,2,5,754,2,-0.06,0.08,18.51,2,8,754,,0.0,-0.02,7.218297673157173E-5
14.5092916667,-32.5724166667,4.0E-5,0574-0011781,,14.509314,-32.572381,103,91,1986.2,0,0,0,0,0,2,1,4,..Y,,,,,,,,18.84,3,5,351,3,0.18,0.1,19.55,2,4,411,5,-0.14,-0.22,19.98,2,6,412,9,0.09,0.06,19.19,3,8,412,,-0.15,0.05,4.032773336257299E-5
14.633625,33.1881111111,1.8E-5,1231-0017316,,14.633606,33.188103,151,156,1976.6,0,0,0,0,0,2,2,3,...,20.61,3,0,295,9,0.05,0.12,,,,,,,,20.59,3,2,411,6,-0.21,-0.22,19.12,3,3,351,2,0.15,0.09,,,,,,,,1.7849974878997117E-5
14.8205416667,-1.83822222222,3.7E-5,0881-0016441,,14.820517,-1.83825,76,62,1975.5,0,0,0,0,0,1,1,5,..Y,17.2,2,0,587,5,-0.18,-0.09,16.43,2,1,587,5,0.07,-0.09,16.62,1,2,826,3,0.01,0.2,16.04,2,5,754,3,0.19,-0.06,15.88,2,8,826,,-0.12,0.0,3.714061213303666E-5
14.7729583333,0.114333333333,6.8E-5,0901-0010824,,14.772895,0.114359,72,184,1974.4,-8,0,9,2,6,0,2,5,..Y,16.4,2,0,587,5,0.02,0.05,16.57,2,1,587,5,-0.05,0.0,17.5,1,2,826,6,-0.08,0.12,17.91,2,3,826,3,0.0,0.08,17.29,2,8,826,,0.08,-0.28,6.833643763166132E-5
15.613125,42.2386111111,1.2E-4,1322-0022914,,15.61302,42.238703,74,76,1975.7,-10,-2,9,2,2,1,1,5,...,20.49,1,0,195,2,-0.06,0.1,19.04,1,1,195,8,0.05,-0.1,20.59,1,2,243,9,0.06,0.02,20.65,1,3,243,2,-0.1,-0.04,18.4,2,7,295,,0.02,0.01,1.203602600628238E-4
15.6906666667,58.4030833333,7.9E-5,1484-0038470,,15.690559,58.403139,73,46,1976.0,0,0,0,0,0,1,1,5,...,19.16,2,0,80,0,-0.19,-0.01,18.99,2,1,80,0,0.11,0.13,18.97,2,2,113,2,0.03,0.01,17.33,2,3,113,0,0.14,-0.12,16.08,2,7,113,,-0.11,-0.04,7.925254516332905E-5
15.8581666667,53.6203611111,1.11E-4,1436-0033309,,15.857989,53.620395,117,48,1977.1,0,0,0,0,0,2,1,5,..Y,19.08,3,0,113,0,-0.18,0.01,15.84,3,1,113,0,0.01,-0.03,17.54,3,2,151,1,-0.26,0.11,14.94,3,3,151,2,0.08,-0.15,14.06,3,7,151,,0.32,0.02,1.1069499753782768E-4
16.2425416667,-24.2745555556,6.0E-5,0657-0013258,,16.242509,-24.274503,73,85,1974.1,0,0,0,0,0,1,1,5,...,18.74,2,0,828,8,-0.05,0.11,19.44,2,1,828,8,-0.07,-0.25,19.49,2,4,475,10,0.06,-0.05,19.92,2,6,475,9,0.21,0.18,18.61,2,8,475,,-0.16,-0.03,6.040571807619214E-5
16.2883333333,39.4709166667,3.7E-4,1294-0017849,,16.288809,39.47087,169,224,1982.7,-24,-6,9,6,9,2,3,4,...,,,,,,,,18.21,2,1,243,3,0.02,0.0,18.64,2,2,296,2,0.14,0.21,17.55,2,3,296,6,-0.2,0.01,18.82,2,7,295,,0.02,-0.24,3.7014336661001114E-4
17.1118333333,-0.623388888889,3.0E-5,0893-0011687,,17.111856,-0.62337,141,35,1974.5,0,0,0,0,0,3,0,5,..Y,17.68,1,0,588,2,-0.17,-0.05,17.38,1,1,588,10,0.26,0.05,17.3,1,2,826,10,0.11,0.01,17.31,2,3,826,10,0.18,0.07,17.73,2,8,826,,-0.4,-0.1,2.9504382727709535E-5
17.1615416667,1.58341666667,2.2E-5,0915-0012345,,17.161559,1.583431,186,129,1974.5,0,0,0,0,0,4,2,5,..Y,18.56,1,0,588,8,-0.06,0.05,18.99,1,1,588,7,-0.58,-0.38,18.44,1,2,826,2,0.36,0.3,19.05,2,3,826,2,0.23,-0.07,17.64,2,8,826,,0.01,0.09,2.2486845796843253E-5
17.2840833333,18.26875,6.5E-5,1082-0018370,,17.284017,18.268767,58,82,1977.7,0,0,0,0,0,1,1,5,..Y,16.94,2,0,408,9,0.01,0.09,16.29,2,1,408,10,-0.12,-0.26,16.33,2,2,541,2,-0.07,-0.02,15.27,2,3,541,9,-0.02,0.01,14.84,2,7,541,,0.18,0.16,6.524357476115298E-5
17.4430833333,61.5584722222,0.00107,1515-0039594,,17.44112,61.558992,109,103,1981.9,0,0,0,0,0,2,2,4,...,,,,,,,,17.88,2,1,80,8,-0.17,-0.24,19.69,2,2,113,8,-0.03,0.15,18.62,2,3,113,8,0.25,-0.01,17.83,2,7,113,,-0.07,0.07,0.0010698094171896586
17.48575,-40.3475277778,7.3E-5,0496-0011021,,17.485698,-40.347467,41,103,1985.6,-16,-12,9,2,6,0,0,4,..Y,,,,,,,,17.82,4,5,296,7,0.02,0.06,19.23,4,4,296,8,-0.02,-0.04,17.56,4,6,296,9,0.01,-0.05,18.77,4,8,296,,-0.02,0.01,7.255719049310511E-5
17.553625,68.0947777778,2.1E-4,1580-0031905,,17.553064,68.094767,54,70,1978.3,0,0,0,0,0,1,1,5,..Y,18.66,1,0,52,0,-0.16,0.17,16.51,1,1,52,8,0.03,0.05,18.14,1,2,51,9,0.08,0.05,16.33,2,3,51,10,0.08,-0.16,15.37,1,7,51,,-0.06,-0.12,2.0957095998479556E-4
17.708375,-12.9176944444,1.15E-4,0770-0012020,,17.708259,-12.917714,118,347,1973.1,-14,0,8,3,10,1,4,5,..Y,19.28,1,0,708,4,0.08,0.39,16.76,2,1,708,3,-0.11,-0.42,17.47,1,4,610,9,0.05,0.05,16.52,1,5,610,8,-0.12,-0.14,16.15,2,8,611,,0.08,0.1,1.1474299715855314E-4
17.8757916667,5.6075,2.43E-4,0956-0011145,,17.875653,5.6077,143,179,1976.0,-14,14,9,4,6,1,2,5,...,18.93,2,0,528,8,-0.03,0.18,17.78,2,1,528,2,0.07,-0.17,19.97,2,2,755,8,-0.1,0.07,18.4,2,3,755,4,-0.15,-0.2,17.99,2,7,755,,0.19,0.09,2.429914741186388E-4
18.02425,22.7441111111,8.5E-5,1127-0018679,,18.024212,22.744189,56,81,1977.5,-6,4,9,1,2,0,1,5,..Y,15.04,3,0,351,7,0.04,-0.04,14.68,3,1,351,3,-0.05,0.02,15.81,3,2,475,8,0.07,-0.08,15.47,3,3,475,7,-0.06,0.13,14.23,3,7,475,,-0.02,-0.05,8.540984942227187E-5
18.2097083333,32.1381666667,2.9E-5,1221-0018768,,18.209675,32.138175,36,94,1975.9,-6,-6,8,1,3,0,1,5,..Y,18.89,3,0,295,8,0.02,0.1,18.14,3,1,295,2,-0.03,-0.09,19.09,3,2,412,4,0.05,-0.03,18.97,3,3,412,2,-0.02,-0.09,17.08,3,7,412,,-0.03,0.09,2.9430022920160457E-5
18.3160416667,-35.8633055556,1.53E-4,0541-0010303,,18.315889,-35.863395,74,101,1989.9,0,0,0,0,0,1,2,4,...,,,,,,,,20.03,3,5,352,4,-0.09,0.11,20.74,3,4,352,3,0.02,0.13,19.89,3,6,352,2,0.16,-0.02,19.22,3,8,352,,-0.1,-0.23,1.5266903751374257E-4
18.3625416667,49.8066666667,3.3E-5,1398-0031455,,18.362559,49.806698,137,62,1976.7,0,0,0,0,0,3,1,5,..Y,18.92,2,0,152,7,-0.22,0.02,18.61,2,1,152,4,0.13,-0.21,20.11,2,2,195,3,0.37,0.12,17.8,2,3,196,2,-0.02,0.04,18.42,2,7,195,,-0.29,0.0,3.327026462731148E-5
18.7199166667,13.4270833333,3.4E-5,1034-0015301,,18.71992,13.427117,61,70,1975.6,6,-2,9,2,2,0,0,5,..Y,18.12,1,0,468,10,-0.02,0.03,17.22,1,1,468,8,0.0,-0.05,17.86,1,2,611,6,0.04,0.1,16.78,1,3,611,7,0.06,-0.02,16.36,1,7,611,,-0.09,-0.07,3.38224551558581E-5
18.9187916667,3.94536111111,1.13E-4,0939-0017098,,18.918731,3.945456,100,141,1976.0,0,0,0,0,0,2,3,5,...,19.92,2,0,528,7,0.31,-0.42,19.23,2,1,528,3,-0.19,0.12,19.82,2,2,755,7,-0.07,0.06,19.55,2,3,755,3,0.05,-0.09,17.78,2,7,755,,-0.11,0.31,1.1254743769732792E-4
18.9422916667,25.3315,5.9E-5,1153-0016497,,18.942287,25.331559,49,76,1977.9,0,0,0,0,0,1,1,5,..Y,19.13,3,0,352,3,-0.17,-0.25,18.26,3,1,352,1,0.0,0.07,18.56,3,2,475,2,0.04,-0.02,17.96,3,3,475,3,0.09,0.13,16.76,3,7,475,,0.01,0.06,5.915058231736484E-5
19.0521666667,-11.6042777778,5.0E-5,0783-0020736,,19.05215,-11.604325,52,63,1976.0,0,0,0,0,0,1,1,5,..Y,18.66,1,0,708,1,0.17,0.01,18.38,2,1,708,1,-0.07,-0.21,17.35,1,4,683,8,-0.01,0.05,17.72,2,5,683,1,-0.06,0.11,17.89,2,8,683,,-0.05,0.03,4.9964743540295304E-5
19.0811666667,-61.8955,2.62E-4,0281-0014602,,19.081614,-61.895345,82,100,1988.0,0,0,0,0,0,1,2,4,..Y,,,,,,,,17.72,3,5,113,1,0.12,-0.11,18.22,3,4,113,2,-0.19,0.2,17.78,2,6,80,8,0.05,0.06,17.91,3,8,113,,0.0,-0.16,2.615960251317115E-4
19.45325,-21.1851666667,4.8E-5,0688-0013502,,19.453292,-21.185195,156,94,1975.7,0,0,0,0,0,2,1,3,...,21.16,2,0,829,2,0.1,-0.01,,,,,,,,19.13,2,4,541,8,0.11,-0.11,20.03,2,6,541,4,-0.23,0.11,,,,,,,,4.833633271362877E-5
