#Name ranking RA DEC Semi_major Semi_minor Flux Var
3FGL J1915.2+0954,138.262123159,288.802,9.9084,0.0987,0.0731,6.02329e-08,52.03
3FGL J1502.2+5553,135.371786778,225.555,55.8862,0.0703,0.0641,1.86582e-08,102.712
3FGL J1410.9+7406,134.613256222,212.742,74.1073,0.0421,0.0385,1.57623e-08,43.4871
3FGL J1740.5-2726,132.12406924,265.134,-27.45,0.0922,0.0828,7.34322e-08,43.1526
3FGL J1506.6-6219,131.554129283,226.668,-62.3312,0.0725,0.0533,3.64386e-08,43.8287
3FGL J0419.1+6636,129.53219152,64.7782,66.6049,0.0541,0.0491,2.19913e-08,49.1536
3FGL J1804.5-0850,129.519259276,271.13,-8.8421,0.1066,0.0897,7.01806e-08,55.4391
3FGL J1702.1-4623,128.463060847,255.537,-46.3866,0.1403,0.1163,1.10579e-07,59.5518
3FGL J1641.5-5319,125.728124368,250.378,-53.3237,0.0838,0.0742,4.36989e-08,56.203
3FGL J0425.8+5600,122.63271358,66.4516,56.014,0.0626,0.0518,2.41765e-08,51.6734
3FGL J1625.1-0021,120.591216253,246.279,-0.3586,0.0375,0.0366,1.39365e-08,37.31
3FGL J0832.8-4321,119.767989455,128.215,-43.3568,0.0613,0.0534,2.63993e-08,46.6553
3FGL J1901.1+0728,116.772212937,285.296,7.4756,0.1064,0.1001,7.06031e-08,55.3403
3FGL J0854.8-4503,116.09483689,133.711,-45.0616,0.0485,0.0447,1.75962e-08,44.9358
3FGL J1620.8-5149,115.931589603,245.203,-51.8298,0.0755,0.0597,3.1617e-08,51.9221
3FGL J1021.9-5815c,115.671811227,155.484,-58.2649,0.1562,0.0945,1.35276e-07,39.6523
3FGL J1700.4-4019c,114.220665191,255.109,-40.3311,0.0847,0.0703,4.00159e-08,53.3951
3FGL J0634.1+0424,114.111556689,98.5283,4.4062,0.1086,0.0892,8.10062e-08,42.8702
3FGL J1104.9-6036,114.053427789,166.248,-60.6091,0.0455,0.0433,1.63809e-08,43.0943
3FGL J1725.7-3555c,113.752725451,261.429,-35.9298,0.176,0.1128,1.40204e-07,50.6025
3FGL J0954.8-3948,112.593978232,148.712,-39.8087,0.0879,0.0668,4.04581e-08,51.3363
3FGL J1726.6-3530c,112.368193841,261.667,-35.5154,0.0783,0.072,3.29997e-08,60.3084
3FGL J2039.6-5618,108.925449562,309.918,-56.3121,0.0431,0.0398,1.69678e-08,34.5951
3FGL J1317.6-6315,106.985543075,199.403,-63.2598,0.0565,0.0487,1.83008e-08,50.5337
3FGL J2210.1+6043,105.981372323,332.531,60.7248,0.0598,0.053,3.02991e-08,34.8279
3FGL J1742.6-3321,104.559398843,265.665,-33.3562,0.0667,0.062,2.81572e-08,48.2438
3FGL J1803.1-2728,103.622902632,270.786,-27.467,0.1098,0.0754,4.70596e-08,57.2705
3FGL J1652.2-4649,103.545931465,253.063,-46.83,0.1106,0.09,5.99045e-08,54.0532
3FGL J0426.7+5437,103.16185786,66.6813,54.6168,0.071,0.0676,3.00106e-08,51.8322
3FGL J2023.5+4126,103.052227633,305.876,41.4337,0.0983,0.09,5.85075e-08,48.9544
3FGL J0933.9-6232,102.767074137,143.481,-62.5338,0.0406,0.037,8.19219e-09,59.2013
3FGL J1911.7+0307,102.622936938,287.931,3.1301,0.087,0.0653,3.45942e-08,52.9448
3FGL J1545.0-6641,101.275758834,236.269,-66.6916,0.0379,0.0359,7.9452e-09,54.4859
3FGL J1806.7-2451,100.59175915,271.681,-24.8551,0.0888,0.0695,4.67876e-08,41.685
3FGL J0914.5-4736,100.282698606,138.641,-47.6152,0.1225,0.1013,5.43552e-08,71.9251
3FGL J1417.5-4402,99.6436538458,214.377,-44.0427,0.0622,0.0582,2.06112e-08,54.9807
3FGL J0002.6+6218,99.5116870801,0.6745,62.3006,0.0607,0.0539,2.12984e-08,48.0235
3FGL J0647.6+0032,99.2998386198,101.913,0.5345,0.0857,0.071,3.85114e-08,49.2888
3FGL J1510.2-5754,99.2035981373,227.57,-57.9156,0.1564,0.0761,5.84987e-08,63.4092
3FGL J1816.5-1145,98.11866079,274.126,-11.7646,0.1044,0.0813,5.41884e-08,48.2821
3FGL J1115.0-0701,97.131688751,168.761,-7.0276,0.0541,0.0507,9.6329e-09,86.8878
3FGL J1329.8-6109,95.944689356,202.468,-61.162,0.0515,0.0496,1.38323e-08,55.6627
3FGL J1306.8-4031,95.3049994224,196.725,-40.5328,0.0712,0.0656,3.1944e-08,43.7785
3FGL J1923.2-7452,95.2583490248,290.82,-74.8817,0.0509,0.0446,1.33665e-08,50.8263
3FGL J1528.3-5836,95.0086092703,232.078,-58.6077,0.0554,0.0492,1.18388e-08,68.7193
3FGL J1900.8+0337,91.813728725,285.205,3.623,0.127,0.1032,8.24196e-08,45.868
3FGL J1733.5-2811,91.7351389597,263.383,-28.1941,0.0687,0.055,2.44053e-08,44.6191
3FGL J1831.7-0157c,90.8729018956,277.948,-1.9614,0.1062,0.0991,7.86957e-08,38.1796
3FGL J2036.8+4234c,88.6981496392,309.222,42.5681,0.0773,0.0734,3.75695e-08,42.0827
3FGL J0637.5+0418,88.6856442918,99.3835,4.315,0.089,0.0775,2.69279e-08,71.3661
3FGL J1518.2-5232,88.1343211225,229.571,-52.5349,0.0679,0.0585,1.75882e-08,62.5314
3FGL J1744.5-2506,87.7567751419,266.136,-25.1003,0.1447,0.1035,9.92497e-08,41.6016
3FGL J1733.5-3941,87.3943794398,263.385,-39.6994,0.0741,0.0616,2.38995e-08,52.4376
3FGL J1857.8+0129c,85.8599583353,284.471,1.4978,0.1069,0.0728,5.06132e-08,41.475
3FGL J2109.4+1437,83.6167206482,317.359,14.6197,0.1118,0.0952,2.75055e-08,101.649
3FGL J1231.7-6513,82.848309176,187.926,-65.2228,0.0864,0.0749,3.50094e-08,48.111
3FGL J1829.2-1504,80.2593599962,277.321,-15.0827,0.1083,0.0654,5.33184e-08,33.4946
3FGL J0848.2-4524,79.6899666289,132.071,-45.4129,0.1194,0.0952,4.99932e-08,56.9225
3FGL J1819.5-2045c,78.2134034379,274.876,-20.7664,0.1312,0.0871,5.51249e-08,50.9372
3FGL J1704.1+1234,77.4470401885,256.033,12.5736,0.0692,0.0686,2.45738e-08,47.0017
3FGL J1615.6-4450,77.3159608357,243.914,-44.8374,0.1596,0.0952,5.56993e-08,66.2581
3FGL J0823.3-4205c,77.2470074856,125.848,-42.0929,0.0656,0.0579,1.84066e-08,50.0772
3FGL J1117.2-5338,75.8804189177,169.307,-53.6485,0.0503,0.049,8.7468e-09,67.1729
3FGL J0238.0+5237,75.1097395984,39.5049,52.6256,0.0586,0.0516,1.9505e-08,36.5802
3FGL J1628.1-3344,75.0168803326,247.027,-33.7417,0.063,0.0515,2.07594e-08,36.8333
3FGL J0851.4-4244,74.8221425494,132.865,-42.7478,0.1291,0.0867,6.23413e-08,42.2036
3FGL J1652.8-4351,74.1727855977,253.203,-43.8566,0.0771,0.0468,1.30252e-08,64.552
3FGL J0644.6+6035,73.2131989899,101.152,60.5911,0.0673,0.0557,1.4302e-08,60.2857
3FGL J1733.8-6056,73.1734350155,263.464,-60.9335,0.0752,0.0674,2.0573e-08,56.6348
3FGL J1749.7-0305,72.9431263818,267.448,-3.0865,0.0878,0.0774,3.2842e-08,47.4177
3FGL J2233.1+6542,72.7657872405,338.279,65.7148,0.096,0.0861,3.59954e-08,52.4934
3FGL J0858.0-4834,71.8924080067,134.519,-48.5691,0.1043,0.0809,4.54711e-08,41.9112
3FGL J1857.9+0355,71.7102420664,284.489,3.9278,0.0719,0.0638,1.85933e-08,55.5807
3FGL J2110.4+5946,71.3730659427,317.619,59.7793,0.0793,0.0712,2.79317e-08,45.3252
3FGL J1626.2-2428c,70.8766127685,246.572,-24.4669,0.0569,0.0508,1.37326e-08,46.868
3FGL J0823.6-4838,70.2833125405,125.913,-48.6366,0.1254,0.1029,3.17009e-08,89.8759
3FGL J1056.7-5853,69.3297796014,164.179,-58.896,0.0863,0.0769,4.04775e-08,35.7102
3FGL J0524.4+2839,68.4288055837,81.124,28.6548,0.0603,0.0459,1.11756e-08,53.2414
3FGL J2032.5+3921,68.0490995278,308.139,39.3589,0.0951,0.0695,2.85963e-08,49.4114
3FGL J0838.8-2829,67.8814187477,129.704,-28.4892,0.0557,0.0529,1.46349e-08,42.9359
3FGL J1125.1-5803,67.6776859793,171.295,-58.0638,0.0798,0.0591,2.65026e-08,37.8354
3FGL J1813.6-1148,67.174976985,273.423,-11.8084,0.1437,0.1157,1.10803e-07,31.6663
3FGL J0903.2-4744,66.9873915883,135.814,-47.7429,0.0936,0.083,2.46868e-08,66.2266
3FGL J1315.7-0732,66.8672455862,198.947,-7.5485,0.0506,0.0417,6.11546e-09,72.4805
3FGL J1748.5-3912,66.6317451769,267.131,-39.2063,0.0959,0.0763,2.9455e-08,52.0015
3FGL J1734.7-2930,66.6074116127,263.695,-29.5073,0.0957,0.0852,2.42749e-08,70.2856
3FGL J0854.4-4404,65.8393557156,133.62,-44.0765,0.1462,0.1085,5.92729e-08,55.3549
3FGL J1949.3+2433,65.6695273848,297.329,24.565,0.0797,0.065,2.53444e-08,42.17
3FGL J1851.2+0423,65.6228247253,282.805,4.391,0.1446,0.1335,8.06419e-08,49.3507
3FGL J1737.9-2511,65.4658305519,264.476,-25.1858,0.1626,0.1303,6.75807e-08,64.4773
3FGL J1057.7-6624,65.1767957234,164.436,-66.4034,0.0644,0.0504,2.22288e-08,29.8981
3FGL J1821.6-1436c,64.7567886198,275.417,-14.6123,0.0701,0.0502,1.49966e-08,47.7381
3FGL J1628.2-2431c,64.6500407548,247.069,-24.528,0.1004,0.0911,6.13414e-08,30.2843
3FGL J1513.8-6250c,64.2459042394,228.454,-62.8453,0.1385,0.0634,3.05191e-08,58.0714
3FGL J1701.4-4654,63.9422130585,255.364,-46.9065,0.1258,0.0869,4.49899e-08,48.8116
3FGL J1048.2-5928,63.8362766243,162.055,-59.4765,0.0613,0.0577,1.07837e-08,65.7791
3FGL J1903.9+0052,63.3596800871,285.998,0.8696,0.079,0.0709,2.30991e-08,48.2659
3FGL J1749.2-2911,62.5360867298,267.315,-29.1929,0.0801,0.0567,2.1359e-08,41.7748
3FGL J1335.1-5655,62.4840739944,203.783,-56.9237,0.0944,0.0602,1.68531e-08,66.1925
3FGL J0906.0-4705,62.0692043387,136.506,-47.0977,0.0846,0.0804,2.32658e-08,57.0078
3FGL J0535.3-6559,61.5553188073,83.8283,-65.9973,0.0523,0.0506,1.12395e-08,45.5324
3FGL J1925.4+1605,61.0370840839,291.353,16.0962,0.1487,0.0931,7.33636e-08,36.1846
3FGL J1720.3-0428,60.6128698189,260.096,-4.4727,0.0781,0.0725,2.0047e-08,53.7842
3FGL J1630.3-4346,59.2131349133,247.594,-43.7672,0.1247,0.0865,5.06861e-08,39.5878
3FGL J2042.4+4209,58.9781258816,310.614,42.1532,0.1627,0.0878,5.30392e-08,49.903
3FGL J1844.7-1224,58.6322830443,281.182,-12.4132,0.1052,0.0803,2.96754e-08,52.435
3FGL J0858.6-4357,57.0663918325,134.657,-43.9582,0.1337,0.1069,4.5096e-08,56.82
3FGL J1749.6-3133,57.0428411749,267.422,-31.5524,0.1256,0.1182,3.75505e-08,70.8504
3FGL J2043.1+4350,56.4849216425,310.777,43.8353,0.124,0.0975,4.20065e-08,51.0731
3FGL J0855.4-4818,55.5756245746,133.855,-48.3163,0.0988,0.0868,4.42497e-08,33.8377
3FGL J1732.4-2709,55.3444404456,263.123,-27.1501,0.0729,0.0641,1.56938e-08,51.7705
3FGL J1236.5-6154,54.5927857215,189.128,-61.9043,0.1125,0.1027,3.70005e-08,53.5551
3FGL J1655.5-4748,54.4225384295,253.896,-47.8087,0.1434,0.1038,5.5727e-08,45.6677
3FGL J1908.9+1022,54.3985049847,287.228,10.3749,0.1263,0.096,5.09808e-08,40.6448
3FGL J1625.2-2845,54.1333258265,246.308,-28.7539,0.1218,0.0856,3.34739e-08,52.9699
3FGL J1717.6-4404,53.1802276444,259.421,-44.0678,0.1518,0.138,6.73327e-08,51.9787
3FGL J0529.2+3822,52.6015508407,82.3094,38.3669,0.1162,0.1031,3.29568e-08,60.0715
3FGL J2210.2+6509,52.4221442117,332.553,65.1637,0.0925,0.0819,3.37504e-08,36.9668
3FGL J0336.1+7500,52.1486872336,54.0439,75.0153,0.0484,0.0453,1.06121e-08,33.8483
3FGL J1827.3-1446,52.1367085279,276.834,-14.7672,0.0616,0.0444,1.11993e-08,40.0007
3FGL J0420.6-3742,51.7067854885,65.1642,-37.7149,0.0764,0.0638,1.46908e-08,53.897
3FGL J0537.0+0957,51.3776331879,84.2662,9.9503,0.2288,0.1366,2.76639e-08,182.355
3FGL J1924.8-1034,51.1907599152,291.209,-10.5818,0.1122,0.0807,2.99483e-08,48.6223
3FGL J0619.4+2242,51.1480179567,94.8745,22.7063,0.1062,0.0696,2.29793e-08,51.6864
3FGL J1552.8-5330,51.1018508869,238.212,-53.5131,0.0775,0.0707,1.89417e-08,46.4397
3FGL J1025.1-6507,50.9970504287,156.292,-65.1208,0.0917,0.0771,2.14107e-08,52.904
3FGL J0451.7+5722,50.9689787869,72.94,57.3734,0.0655,0.0629,2.32924e-08,28.3226
3FGL J0901.6-4700,49.925750506,135.405,-47.0013,0.1306,0.1147,4.26424e-08,55.0985
3FGL J1033.4-5035,49.8439647264,158.374,-50.5946,0.0557,0.0529,9.90892e-09,46.5636
3FGL J1802.4-3043,49.7251827993,270.614,-30.7242,0.0822,0.0595,2.01582e-08,37.902
3FGL J1348.5-5833,49.0720074139,207.149,-58.5627,0.1283,0.105,4.30634e-08,48.2271
3FGL J0235.7+5647,48.778510123,38.9276,56.7867,0.1086,0.0954,2.61153e-08,60.7941
3FGL J1526.3-4505,48.132854813,231.586,-45.0861,0.0903,0.0805,2.10437e-08,52.2339
3FGL J0843.4+6713,48.1129817442,130.859,67.2181,0.0609,0.049,8.05841e-09,55.9727
3FGL J2134.5-2131,47.1696657137,323.646,-21.5217,0.0546,0.0463,8.12692e-09,46.0957
3FGL J1810.8-2412,47.103215787,272.715,-24.2124,0.1068,0.0652,1.66126e-08,62.0271
3FGL J1456.7-6046,47.0782450058,224.195,-60.7768,0.1496,0.1016,4.6168e-08,48.6916
3FGL J1844.3-0344,47.0757965778,281.1,-3.7468,0.0565,0.0465,8.67635e-09,44.7829
3FGL J1013.6-5734,46.4684553968,153.412,-57.5694,0.088,0.0641,1.88344e-08,43.7216
3FGL J0427.9-6704,46.0986886263,66.9821,-67.0777,0.0698,0.0678,1.80998e-08,37.866
3FGL J1047.3-6005,45.8289417744,161.844,-60.0983,0.0848,0.0707,1.76024e-08,49.038
3FGL J1723.6-3646,45.7452657547,260.919,-36.768,0.086,0.06,1.79763e-08,41.252
3FGL J0248.4+5130,45.7175934785,42.1101,51.514,0.0408,0.0382,6.77532e-09,33.039
3FGL J0802.3-5610,45.6129269137,120.583,-56.1688,0.0977,0.0825,2.60359e-08,44.3622
3FGL J1736.5-2839,45.5725017235,264.132,-28.654,0.1486,0.1154,4.29471e-08,57.1668
3FGL J2254.1+6229,44.5002770856,343.547,62.4969,0.186,0.0952,4.25149e-08,58.2266
3FGL J1925.4+1727,44.4317652386,291.373,17.4632,0.103,0.086,2.61239e-08,47.3306
3FGL J2229.1+2255,44.2988058414,337.283,22.9288,0.0513,0.0501,8.08986e-09,44.2136
3FGL J2037.4+4132c,43.9866418137,309.354,41.534,0.0897,0.0704,2.13534e-08,40.8666
3FGL J0725.8+0212,43.3396482834,111.468,2.2068,0.0826,0.0639,1.32286e-08,54.3254
3FGL J0000.1+6545,43.0004967883,0.0377,65.7517,0.1019,0.078,2.63467e-08,40.7535
3FGL J2217.2+6346,42.9374224269,334.307,63.7738,0.0688,0.0557,1.33633e-08,38.6827
3FGL J1424.3-1753,42.8242180875,216.094,-17.886,0.0685,0.0553,1.03247e-08,49.3603
3FGL J0051.6+6445,42.769134995,12.9039,64.7592,0.0716,0.0593,1.29199e-08,44.1558
3FGL J2130.4-4237,42.76527118,322.615,-42.6315,0.2409,0.1206,1.77071e-08,220.433
3FGL J0751.7-2944,42.6076778928,117.938,-29.7342,0.0844,0.081,1.75111e-08,52.258
3FGL J1816.2-2726,42.5840195762,274.059,-27.4461,0.1345,0.0934,3.49183e-08,48.1297
3FGL J1030.0-5809,42.4588812506,157.509,-58.1535,0.0644,0.0537,9.20152e-09,50.1325
3FGL J2034.6+4302,42.4495272181,308.67,43.039,0.1375,0.1192,5.27943e-08,41.4014
3FGL J0233.0+6237,42.4171893649,38.2689,62.6227,0.2112,0.0907,4.10529e-08,62.1798
3FGL J0737.2-3233,41.9491609034,114.314,-32.5588,0.1037,0.0806,2.1458e-08,51.3332
3FGL J1729.7-2408,41.683121339,262.435,-24.1371,0.1452,0.1179,4.41849e-08,50.7361
3FGL J1800.0-2955,41.6725890626,270.023,-29.9262,0.1161,0.1034,2.96241e-08,53.0528
3FGL J1703.9-4843,41.6697929499,255.99,-48.7237,0.1283,0.0962,3.90253e-08,41.4025
3FGL J1457.6-5355,41.609746613,224.412,-53.9259,0.091,0.083,2.56878e-08,38.436
3FGL J1544.6-1125,41.455165118,236.17,-11.4275,0.0771,0.0673,1.42349e-08,47.4726
3FGL J2329.8+6102,41.415258309,352.457,61.0402,0.0649,0.0566,1.25684e-08,38.0269
